day,state,suscetivel,exposto,infectadoS,infectadoA,recuperado
2020-11-11,RS,0.7291765324168104,0.007188496957253993,0.000981936327823671,0.0071227422748935615,0.2555346867625684
2020-11-12,RS,0.7269291319701368,0.007060961842582131,0.0009660139926903626,0.007008197169735872,0.25804008976420484
2020-11-13,RS,0.7247253600689906,0.00693247390560302,0.0009498862180557611,0.006892119019565885,0.2605045555271346
2020-11-14,RS,0.7225653055278513,0.006803228530810384,0.0009335799330755237,0.0067747028565807105,0.262927577891032
2020-11-15,RS,0.7204490006412515,0.006673415871171385,0.0009171215802700511,0.006656140329819663,0.2653087163168372
2020-11-16,RS,0.7183764185093388,0.006543218973238967,0.000900536881059793,0.0065366180338008815,0.2676476023419115
2020-11-17,RS,0.7163474818862162,0.00641281570499855,0.000883851040376062,0.006416318937852935,0.269943927169906
2020-11-18,RS,0.7143620594842287,0.006282375985171945,0.0008670883922495222,0.006295419851807717,0.2721974510258918
2020-11-19,RS,0.712419972626173,0.0061520635238692025,0.0008502725891693394,0.006174092761002892,0.27440799323913534
2020-11-20,RS,0.7105209965155947,0.006022034926945663,0.0008334264730237822,0.006052503890572637,0.2765754329332129
2020-11-21,RS,0.7086648618066842,0.005892438947111224,0.0008165719663436988,0.005930812914286457,0.27869970910492425
2020-11-22,RS,0.706851259017823,0.005763418033291551,0.0007997302485383008,0.005809174207980752,0.2807808132317161
2020-11-23,RS,0.7050798391981001,0.005635106068545904,0.0007829214459831842,0.005687734610308029,0.2828187934164125
2020-11-24,RS,0.7033502176284883,0.0055076304727093685,0.0007661649026432139,0.005566635361330667,0.28481374637417817
2020-11-25,RS,0.7016619758907364,0.005381110695316663,0.0007494789513581883,0.005446010442596894,0.2867658187593415
2020-11-26,RS,0.7000146642572946,0.0052556588075466865,0.0007328809866053771,0.005325987094295398,0.2886752035936076
2020-11-27,RS,0.6984078039965451,0.005131380058630529,0.0007163875329641987,0.0052066863020921415,0.29054213684911767
2020-11-28,RS,0.6968408903462929,0.0050083717026874214,0.0007000140533870546,0.005088221397164987,0.2923668972398173
2020-11-29,RS,0.6953133933155458,0.004886724780156826,0.0006837752062476711,0.004970699919375968,0.2941498015180234
2020-11-30,RS,0.6938247619495836,0.004766522584313692,0.0006676845959640475,0.0048542217894210595,0.2958912038200671
2020-12-01,RS,0.6923744241849538,0.004647842214688433,0.000651755002468231,0.004738880978766165,0.29759149235847293
2020-12-02,RS,0.6909617904124958,0.004530754029372201,0.0006359982787823815,0.0046247647515280255,0.29925108726717115
2020-12-03,RS,0.6895862567773433,0.004415321292043716,0.0006204252785939466,0.004511953125448171,0.3008704382659204
