day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR,SEIIR_beta_variante
2020-12-25,TOTAL,202841861,138380263,126797230,202639312,97972844,167462322
2020-12-26,TOTAL,202813452,137656022,125672323,202609023,97969033,167407145
2020-12-27,TOTAL,202785116,136948543,124567284,202578778,97965444,167352934
2020-12-28,TOTAL,202756855,136257815,123482587,202548576,97962064,167299674
2020-12-29,TOTAL,202728668,135583797,122418646,202518419,97958881,167247350
2020-12-30,TOTAL,202700555,134926422,121375819,202488305,97955884,167195949
2020-12-31,TOTAL,202672518,134285597,120354409,202458236,97953062,167145456
2020-03-16,CE,9132056,9132028,9132028,9132053,9131978,9131980
2020-03-17,CE,9132005,9132019,9132017,9132043,9131879,9131895
2020-03-18,CE,9131954,9132009,9132006,9132030,9131793,9131819
2020-03-19,CE,9131931,9132000,9131993,9132016,9131711,9131745
2020-03-20,CE,9131906,9131989,9131979,9131999,9131629,9131669
2020-03-21,CE,9131879,9131979,9131965,9131980,9131544,9131586
2020-03-22,CE,9131850,9131968,9131950,9131957,9131456,9131495
2020-03-23,CE,9131819,9131956,9131934,9131932,9131363,9131394
2020-03-24,CE,9131786,9131945,9131918,9131902,9131265,9131281
2020-03-25,CE,9131750,9131933,9131901,9131868,9131162,9131154
2020-03-26,CE,9131712,9131920,9131884,9131828,9131053,9131011
2020-03-27,CE,9131670,9131907,9131866,9131782,9130938,9130851
2020-03-28,CE,9131625,9131893,9131848,9131730,9130816,9130670
2020-03-29,CE,9131577,9131879,9131829,9131669,9130687,9130468
2020-03-30,CE,9131526,9131864,9131809,9131598,9130551,9130240
2020-03-31,CE,9131470,9131849,9131788,9131517,9130407,9129983
2020-04-01,CE,9131410,9131833,9131767,9131423,9130255,9129695
2020-04-02,CE,9131346,9131817,9131745,9131314,9130094,9129371
2020-04-03,CE,9131277,9131800,9131722,9131188,9129924,9129006
2020-04-04,CE,9131202,9131782,9131699,9131043,9129745,9128596
2020-04-05,CE,9131122,9131764,9131675,9130876,9129555,9128135
2020-04-06,CE,9131036,9131745,9131649,9130682,9129354,9127616
2020-04-07,CE,9130943,9131726,9131623,9130458,9129142,9127032
2020-04-08,CE,9130844,9131705,9131597,9130200,9128918,9126377
2020-04-09,CE,9130736,9131684,9131569,9129902,9128681,9125639
2020-04-10,CE,9130621,9131662,9131540,9129557,9128430,9124810
2020-04-11,CE,9130497,9131640,9131510,9129174,9128166,9123877
2020-04-12,CE,9130363,9131616,9131479,9128955,9127886,9122829
2020-04-13,CE,9130219,9131592,9131447,9128711,9127590,9121649
2020-04-14,CE,9130065,9131566,9131415,9128445,9127277,9120324
2020-04-15,CE,9129898,9131540,9131380,9128160,9126947,9118833
2020-04-16,CE,9129719,9131513,9131345,9127856,9126598,9117157
2020-04-17,CE,9129527,9131485,9131309,9127534,9126229,9115273
2020-04-18,CE,9129320,9131456,9131271,9127193,9125839,9113156
2020-04-19,CE,9129097,9131425,9131232,9126834,9125426,9110775
2020-04-20,CE,9128857,9131394,9131191,9126454,9124991,9108099
2020-04-21,CE,9128599,9131361,9131150,9126055,9124530,9105092
2020-04-22,CE,9128322,9131327,9131106,9125634,9124043,9101713
2020-04-23,CE,9128023,9131292,9131062,9125191,9123529,9098147
2020-04-24,CE,9127702,9131256,9131015,9124725,9122985,9095463
2020-04-25,CE,9127357,9131218,9130968,9124234,9122411,9092548
2020-04-26,CE,9126986,9131179,9130918,9123718,9121804,9089431
2020-04-27,CE,9126586,9131138,9130867,9123175,9121162,9086127
2020-04-28,CE,9126156,9131096,9130814,9122603,9120484,9082641
2020-04-29,CE,9125694,9131053,9130759,9122002,9119768,9078974
2020-04-30,CE,9125197,9131007,9130702,9121369,9119010,9075120
2020-05-01,CE,9124662,9130960,9130643,9120703,9118210,9071076
2020-05-02,CE,9124086,9130912,9130583,9120003,9117365,9066834
2020-05-03,CE,9123467,9130861,9130520,9119266,9116471,9062385
2020-05-04,CE,9122802,9130809,9130455,9118490,9115528,9057721
2020-05-05,CE,9122086,9130755,9130388,9117675,9114530,9052833
2020-05-06,CE,9121316,9130698,9130318,9116817,9113476,9047709
2020-05-07,CE,9120488,9130640,9130246,9115914,9112363,9042341
2020-05-08,CE,9119597,9130579,9130172,9114964,9111186,9036715
2020-05-09,CE,9118639,9130517,9130095,9113965,9109943,9030822
2020-05-10,CE,9117609,9130451,9130015,9112914,9108630,9024648
2020-05-11,CE,9116501,9130384,9129933,9111809,9107243,9018182
2020-05-12,CE,9115310,9130314,9129848,9110646,9105778,9011410
2020-05-13,CE,9114029,9130241,9129759,9109423,9104230,9004318
2020-05-14,CE,9112652,9130166,9129668,9108136,9102595,8996894
2020-05-15,CE,9111171,9130088,9129574,9106782,9100867,8989121
2020-05-16,CE,9109579,9130007,9129476,9105358,9099043,8980986
2020-05-17,CE,9107867,9129923,9129375,9103861,9097116,8972471
2020-05-18,CE,9106027,9129836,9129271,9102286,9095082,8963562
2020-05-19,CE,9104049,9129745,9129163,9100629,9092933,8954242
2020-05-20,CE,9101923,9129652,9129051,9098887,9090663,8944492
2020-05-21,CE,9099637,9129555,9128936,9097054,9088267,8934296
2020-05-22,CE,9097181,9129454,9128816,9095127,9085737,8923634
2020-05-23,CE,9094541,9129349,9128692,9093100,9083066,8912489
2020-05-24,CE,9091704,9129241,9128565,9090969,9080245,8900839
2020-05-25,CE,9088655,9129129,9128432,9088727,9077268,8888666
2020-05-26,CE,9086127,9129012,9128295,9086370,9074125,8877278
2020-05-27,CE,9084049,9128891,9128154,9083892,9070808,8868048
2020-05-28,CE,9081978,9128766,9128007,9081286,9067307,8858603
2020-05-29,CE,9079914,9128636,9127856,9078546,9063613,8849023
2020-05-30,CE,9077858,9128502,9127699,9075666,9059714,8839359
2020-05-31,CE,9075809,9128362,9127537,9072637,9055601,8829643
2020-06-01,CE,9073768,9128217,9127369,9069453,9051262,8819894
2020-06-02,CE,9071734,9128067,9127196,9066106,9046684,8810128
2020-06-03,CE,9069708,9127911,9127016,9063082,9041856,8800351
2020-06-04,CE,9067690,9127750,9126831,9061130,9036764,8790570
2020-06-05,CE,9065679,9127582,9126639,9059122,9031394,8780789
2020-06-06,CE,9063675,9127408,9126440,9057077,9025733,8771011
2020-06-07,CE,9061679,9127228,9126235,9055011,9019765,8761238
2020-06-08,CE,9059691,9127042,9126022,9052932,9013474,8751473
2020-06-09,CE,9057711,9126848,9125802,9050848,9006845,8741717
2020-06-10,CE,9055738,9126647,9125575,9048765,8999860,8731971
2020-06-11,CE,9053773,9126439,9125340,9046685,8992501,8722237
2020-06-12,CE,9051816,9126223,9125096,9044611,8984750,8712517
2020-06-13,CE,9049867,9125999,9124845,9042546,8976588,8702810
2020-06-14,CE,9047925,9125767,9124584,9040490,8967994,8693119
2020-06-15,CE,9045992,9125526,9124315,9038444,8958948,8683444
2020-06-16,CE,9044066,9125277,9124036,9036408,8949429,8673787
2020-06-17,CE,9042148,9125018,9123748,9034384,8939413,8664150
2020-06-18,CE,9040238,9124750,9123450,9032371,8928877,8654532
2020-06-19,CE,9038336,9124471,9123142,9030369,8917799,8644935
2020-06-20,CE,9036442,9124183,9122823,9028380,8906152,8635361
2020-06-21,CE,9034556,9123884,9122493,9026402,8893912,8625810
2020-06-22,CE,9032678,9123574,9122152,9024436,8881052,8616283
2020-06-23,CE,9030808,9123252,9121799,9022482,8867546,8606782
2020-06-24,CE,9028946,9122919,9121434,9020539,8853365,8597307
2020-06-25,CE,9027092,9122573,9121057,9018609,8838482,8587860
2020-06-26,CE,9025247,9122215,9120667,9016690,8822868,8578442
2020-06-27,CE,9023409,9121843,9120263,9014783,8806493,8569053
2020-06-28,CE,9021579,9121458,9119845,9012887,8789327,8559695
2020-06-29,CE,9019757,9121058,9119413,9011004,8771341,8550368
2020-06-30,CE,9017944,9120644,9118966,9009132,8752503,8541074
2020-07-01,CE,9016139,9120214,9118504,9007271,8732783,8531814
2020-07-02,CE,9014341,9119769,9118026,9005422,8712151,8522588
2020-07-03,CE,9012552,9119307,9117532,9003585,8690574,8513397
2020-07-04,CE,9010771,9118829,9117021,9001759,8668023,8504243
2020-07-05,CE,9008998,9118333,9116492,8999945,8644467,8495126
2020-07-06,CE,9007234,9117818,9115945,8998142,8619876,8486046
2020-07-07,CE,9005477,9117285,9115380,8996350,8594222,8477006
2020-07-08,CE,9003729,9116732,9114795,8994569,8567474,8468005
2020-07-09,CE,9001989,9116159,9114190,8992800,8539606,8459045
2020-07-10,CE,9000257,9115565,9113564,8991042,8510592,8450127
2020-07-11,CE,8998533,9114949,9112917,8989295,8480407,8441250
2020-07-12,CE,8996817,9114311,9112248,8987559,8449029,8432417
2020-07-13,CE,8995110,9113649,9111556,8985834,8416434,8423627
2020-07-14,CE,8993411,9112963,9110840,8984121,8382607,8414881
2020-07-15,CE,8991720,9112251,9110100,8982418,8347528,8406181
2020-07-16,CE,8990037,9111514,9109335,8980726,8311186,8397527
2020-07-17,CE,8988363,9110750,9108543,8979045,8273570,8388919
2020-07-18,CE,8986696,9109958,9107725,8977375,8234671,8380358
2020-07-19,CE,8985038,9109137,9106879,8975715,8194487,8371845
2020-07-20,CE,8983388,9108286,9106003,8974066,8153018,8363380
2020-07-21,CE,8981746,9107404,9105098,8972428,8110267,8354964
2020-07-22,CE,8980113,9106489,9104163,8970801,8066244,8346598
2020-07-23,CE,8978487,9105542,9103195,8969184,8020960,8338282
2020-07-24,CE,8976870,9104560,9102194,8967577,7974435,8330017
2020-07-25,CE,8975261,9103542,9101160,8965981,7926690,8321803
2020-07-26,CE,8973661,9102487,9100090,8964396,7877752,8313641
2020-07-27,CE,8972068,9101394,9098984,8962821,7827655,8305531
2020-07-28,CE,8970484,9100261,9097840,8961256,7776436,8297473
2020-07-29,CE,8968907,9099087,9096657,8959701,7724138,8289469
2020-07-30,CE,8967339,9097871,9095435,8958157,7670810,8281518
2020-07-31,CE,8965779,9096610,9094171,8956623,7616504,8273622
2020-08-01,CE,8964227,9095304,9092864,8955099,7561278,8265779
2020-08-02,CE,8962684,9093951,9091513,8953585,7505196,8257992
2020-08-03,CE,8961148,9092549,9090116,8952081,7448325,8250259
2020-08-04,CE,8959621,9091096,9088672,8950587,7390736,8242582
2020-08-05,CE,8958101,9089590,9087179,8949103,7332505,8234961
2020-08-06,CE,8956590,9088031,9085636,8947628,7273712,8227396
2020-08-07,CE,8955087,9086415,9084041,8946164,7214437,8219887
2020-08-08,CE,8953592,9084741,9082392,8944709,7154768,8212435
2020-08-09,CE,8952105,9083007,9080687,8943265,7094790,8205040
2020-08-10,CE,8950626,9081211,9078926,8941829,7034592,8197701
2020-08-11,CE,8949155,9079351,9077104,8940404,6974266,8190420
2020-08-12,CE,8947692,9077424,9075222,8938988,6913900,8183197
2020-08-13,CE,8946237,9075428,9073277,8937581,6853587,8176031
2020-08-14,CE,8944791,9073362,9071266,8936184,6793417,8168923
2020-08-15,CE,8943352,9071221,9069188,8934797,6733478,8161873
2020-08-16,CE,8941921,9069004,9067041,8933419,6673859,8154881
2020-08-17,CE,8940498,9066709,9064821,8932048,6614645,8147947
2020-08-18,CE,8939083,9064332,9062528,8930689,6555919,8141072
2020-08-19,CE,8937676,9061871,9060158,8929340,6497761,8134255
2020-08-20,CE,8936277,9059323,9057709,8927999,6440248,8127496
2020-08-21,CE,8934885,9056684,9055179,8926667,6383453,8120796
2020-08-22,CE,8933502,9053954,9052565,8925344,6327445,8114155
2020-08-23,CE,8932126,9051127,9049864,8924030,6272288,8107572
2020-08-24,CE,8930759,9048200,9047073,8922726,6218041,8101048
2020-08-25,CE,8929399,9045172,9044191,8921430,6164761,8094582
2020-08-26,CE,8928047,9042037,9041212,8920143,6112497,8088175
2020-08-27,CE,8926702,9038794,9038136,8918864,6061295,8081826
2020-08-28,CE,8925366,9035437,9034958,8917595,6011193,8075536
2020-08-29,CE,8924037,9031964,9031676,8916334,5962229,8069304
2020-08-30,CE,8922716,9028371,9028286,8915083,5914431,8063130
2020-08-31,CE,8921403,9024653,9024785,8913839,5867826,8057015
2020-09-01,CE,8920097,9020808,9021169,8912605,5822433,8050958
2020-09-02,CE,8918799,9016830,9017435,8911379,5778269,8044959
2020-09-03,CE,8917509,9012716,9013580,8910161,5735345,8039017
2020-09-04,CE,8916226,9008462,9009599,8908952,5693669,8033134
2020-09-05,CE,8914951,9004063,9005489,8907751,5653243,8027308
2020-09-06,CE,8913683,8999514,9001245,8906559,5614068,8021539
2020-09-07,CE,8912423,8994812,8996865,8905375,5576139,8015828
2020-09-08,CE,8911171,8989951,8992343,8904199,5539450,8010174
2020-09-09,CE,8909926,8984926,8987675,8903032,5503989,8004577
2020-09-10,CE,8908688,8979734,8982858,8901872,5469743,7999037
2020-09-11,CE,8907458,8974368,8977886,8900721,5436698,7993553
2020-09-12,CE,8906235,8968824,8972756,8899578,5404836,7988125
2020-09-13,CE,8905020,8963096,8967462,8898443,5374136,7982754
2020-09-14,CE,8903812,8957179,8962000,8897316,5344576,7977438
2020-09-15,CE,8902612,8951069,8956365,8896196,5316134,7972178
2020-09-16,CE,8901419,8944759,8950551,8895085,5288785,7966974
2020-09-17,CE,8900233,8938243,8944555,8893982,5262503,7961824
2020-09-18,CE,8899055,8931517,8938371,8892886,5237263,7956729
2020-09-19,CE,8897883,8924574,8931992,8891798,5213035,7951689
2020-09-20,CE,8896720,8917409,8925415,8890718,5189792,7946703
2020-09-21,CE,8895563,8910015,8918634,8889645,5167507,7941771
2020-09-22,CE,8894413,8902387,8911642,8888581,5146149,7936893
2020-09-23,CE,8893271,8894519,8904435,8887523,5125691,7932068
2020-09-24,CE,8892136,8886405,8897006,8886474,5106103,7927297
2020-09-25,CE,8891007,8878038,8889350,8885431,5087356,7922578
2020-09-26,CE,8889886,8869412,8881460,8884396,5069422,7917911
2020-09-27,CE,8888772,8860522,8873331,8883369,5052273,7913297
2020-09-28,CE,8887665,8851360,8864956,8882349,5035880,7908734
2020-09-29,CE,8886565,8841921,8856330,8881336,5020215,7904223
2020-09-30,CE,8885472,8832198,8847445,8880330,5005252,7899763
2020-10-01,CE,8884386,8822185,8838295,8879332,4990963,7895354
2020-10-02,CE,8883307,8811876,8828873,8878341,4977323,7890995
2020-10-03,CE,8882235,8801265,8819174,8877357,4964306,7886686
2020-10-04,CE,8881169,8790344,8809191,8876380,4951886,7882427
2020-10-05,CE,8880111,8779109,8798916,8875410,4940041,7878218
2020-10-06,CE,8879059,8767553,8788343,8874447,4928746,7874057
2020-10-07,CE,8878014,8755670,8777466,8873491,4917978,7869945
2020-10-08,CE,8876976,8743454,8766277,8872542,4907715,7865882
2020-10-09,CE,8875944,8730899,8754769,8871600,4897936,7861866
2020-10-10,CE,8874920,8718000,8742936,8870664,4888619,7857898
2020-10-11,CE,8873901,8704751,8730771,8869735,4879746,7853977
2020-10-12,CE,8872890,8691147,8718267,8868814,4871295,7850103
2020-10-13,CE,8871885,8677182,8705416,8867898,4863249,7846275
2020-10-14,CE,8870887,8662852,8692213,8866990,4855589,7842493
2020-10-15,CE,8869895,8648152,8678649,8866088,4848299,7838757
2020-10-16,CE,8868910,8633076,8664720,8865192,4841361,7835066
2020-10-17,CE,8867931,8617622,8650416,8864304,4834759,7831420
2020-10-18,CE,8866959,8601785,8635733,8863421,4828479,7827818
2020-10-19,CE,8865993,8585561,8620664,8862545,4822504,7824261
2020-10-20,CE,8865034,8568948,8605201,8861676,4816822,7820747
2020-10-21,CE,8864081,8551941,8589339,8860813,4811418,7817277
2020-10-22,CE,8863134,8534539,8573071,8859956,4806279,7813849
2020-10-23,CE,8862193,8516739,8556392,8859105,4801393,7810464
2020-10-24,CE,8861259,8498539,8539296,8858261,4796748,7807121
2020-10-25,CE,8860331,8479938,8521776,8857423,4792332,7803820
2020-10-26,CE,8859410,8460936,8503828,8856591,4788135,7800560
2020-10-27,CE,8858494,8441531,8485445,8855765,4784146,7797341
2020-10-28,CE,8857585,8421724,8466624,8854945,4780355,7794163
2020-10-29,CE,8856682,8401515,8447360,8854131,4776752,7791025
2020-10-30,CE,8855785,8380906,8427647,8853324,4773329,7787927
2020-10-31,CE,8854894,8359898,8407482,8852522,4770077,7784868
2020-11-01,CE,8854009,8338494,8386862,8851726,4766987,7781848
2020-11-02,CE,8853130,8316696,8365782,8850936,4764051,7778866
2020-11-03,CE,8852257,8294508,8344240,8850152,4761263,7775923
2020-11-04,CE,8851390,8271933,8322233,8849372,4758614,7773018
2020-11-05,CE,8850529,8248977,8299760,8848600,4756098,7770150
2020-11-06,CE,8849674,8225645,8276817,8847834,4753709,7767319
2020-11-07,CE,8848825,8201943,8253404,8847073,4751439,7764525
2020-11-08,CE,8847982,8177877,8229521,8846317,4749284,7761767
2020-11-09,CE,8847144,8153455,8205166,8845567,4747237,7759045
2020-11-10,CE,8846312,8128684,8180341,8844823,4745294,7756359
2020-11-11,CE,8845486,8103574,8155046,8844084,4743448,7753708
2020-11-12,CE,8844666,8078132,8129282,8843351,4741696,7751091
2020-11-13,CE,8843851,8052370,8103052,8842623,4740032,7748509
2020-11-14,CE,8843042,8026297,8076358,8841901,4738452,7745961
2020-11-15,CE,8842239,7999925,8049203,8841184,4736952,7743447
2020-11-16,CE,8841441,7973265,8021591,8840472,4735528,7740966
2020-11-17,CE,8840649,7946329,7993528,8839766,4734176,7738518
2020-11-18,CE,8839862,7919130,7965017,8839065,4732893,7736102
2020-11-19,CE,8839081,7891682,7936065,8838369,4731674,7733719
2020-11-20,CE,8838305,7863998,7906679,8837678,4730518,7731367
2020-11-21,CE,8837535,7836093,7876865,8836993,4729420,7729047
2020-11-22,CE,8836770,7807981,7846632,8836312,4728378,7726758
2020-11-23,CE,8836010,7779677,7815988,8835637,4727389,7724500
2020-11-24,CE,8835256,7751197,7784943,8834967,4726450,7722272
2020-11-25,CE,8834507,7722558,7753507,8834302,4725558,7720074
2020-11-26,CE,8833764,7693774,7721691,8833642,4724712,7717906
2020-11-27,CE,8833025,7664863,7689505,8832987,4723909,7715767
2020-11-28,CE,8832292,7635842,7656962,8832337,4723147,7713657
2020-11-29,CE,8831565,7606727,7624076,8831691,4722424,7711576
2020-11-30,CE,8830842,7577536,7590858,8831051,4721737,7709524
2020-12-01,CE,8830125,7548286,7557325,8830415,4721086,7707499
2020-12-02,CE,8829412,7518994,7523489,8829785,4720468,7705502
2020-12-03,CE,8828705,7489677,7489366,8829159,4719881,7703532
2020-12-04,CE,8828003,7460354,7454973,8828537,4719324,7701589
2020-12-05,CE,8827305,7431040,7420325,8827921,4718795,7699673
2020-12-06,CE,8826613,7401755,7385439,8827309,4718294,7697783
2020-12-07,CE,8825926,7372513,7350334,8826702,4717817,7695920
2020-12-08,CE,8825244,7343334,7315026,8826099,4717366,7694082
2020-12-09,CE,8824566,7314232,7279534,8825501,4716937,7692269
2020-12-10,CE,8823894,7285225,7243876,8824907,4716530,7690482
2020-12-11,CE,8823226,7256329,7208072,8824318,4716144,7688719
2020-12-12,CE,8822564,7227560,7172140,8823733,4715778,7686981
2020-12-13,CE,8821905,7198934,7136101,8823153,4715430,7685267
2020-12-14,CE,8821252,7170464,7099973,8822577,4715100,7683576
2020-12-15,CE,8820604,7142167,7063777,8822006,4714787,7681910
2020-12-16,CE,8819960,7114057,7027532,8821439,4714490,7680266
2020-12-17,CE,8819321,7086146,6991260,8820876,4714208,7678646
2020-12-18,CE,8818686,7058450,6954979,8820318,4713940,7677048
2020-12-19,CE,8818057,7030980,6918710,8819764,4713686,7675473
2020-12-20,CE,8817431,7003750,6882473,8819214,4713445,7673919
2020-12-21,CE,8816811,6976769,6846287,8818668,4713216,7672388
2020-12-22,CE,8816195,6950051,6810174,8818127,4712999,7670878
2020-12-23,CE,8815583,6923606,6774151,8817589,4712794,7669389
2020-12-24,CE,8814976,6897444,6738239,8817056,4712598,7667922
2020-12-25,CE,8814373,6871574,6702456,8816526,4712413,7666475
2020-12-26,CE,8813775,6846005,6666822,8816001,4712237,7665049
2020-12-27,CE,8813181,6820746,6631355,8815480,4712070,7663642
2020-12-28,CE,8812592,6795805,6596072,8814963,4711912,7662256
2020-12-29,CE,8812007,6771189,6560991,8814450,4711761,7660889
2020-12-30,CE,8811426,6746904,6526130,8813940,4711619,7659542
2020-12-31,CE,8810849,6722956,6491506,8813435,4711483,7658214
2020-03-20,MA,7075169,7075131,7075131,7075155,7075081,7075127
2020-03-21,MA,7075158,7075122,7075121,7075145,7074982,7075087
2020-03-22,MA,7075138,7075113,7075109,7075135,7074897,7075049
2020-03-23,MA,7075105,7075103,7075096,7075125,7074816,7075008
2020-03-24,MA,7075045,7075093,7075083,7075113,7074735,7074963
2020-03-25,MA,7074941,7075083,7075069,7075101,7074652,7074913
2020-03-26,MA,7074856,7075072,7075054,7075087,7074565,7074855
2020-03-27,MA,7074808,7075061,7075039,7075071,7074474,7074788
2020-03-28,MA,7074756,7075049,7075023,7075053,7074379,7074712
2020-03-29,MA,7074702,7075037,7075007,7075032,7074279,7074624
2020-03-30,MA,7074645,7075025,7074990,7075009,7074173,7074523
2020-03-31,MA,7074585,7075012,7074972,7074983,7074062,7074406
2020-04-01,MA,7074522,7074999,7074954,7074953,7073945,7074272
2020-04-02,MA,7074455,7074985,7074936,7074919,7073821,7074117
2020-04-03,MA,7074385,7074971,7074917,7074880,7073691,7073938
2020-04-04,MA,7074311,7074956,7074897,7074836,7073554,7073733
2020-04-05,MA,7074232,7074941,7074876,7074786,7073409,7073496
2020-04-06,MA,7074150,7074925,7074855,7074729,7073257,7073223
2020-04-07,MA,7074063,7074909,7074833,7074665,7073096,7072908
2020-04-08,MA,7073971,7074892,7074811,7074591,7072927,7072546
2020-04-09,MA,7073875,7074875,7074787,7074508,7072748,7072129
2020-04-10,MA,7073773,7074856,7074763,7074413,7072561,7071648
2020-04-11,MA,7073665,7074838,7074739,7074306,7072362,7071095
2020-04-12,MA,7073552,7074818,7074713,7074183,7072154,7070638
2020-04-13,MA,7073433,7074798,7074686,7074066,7071934,7070145
2020-04-14,MA,7073307,7074777,7074659,7073962,7071702,7069603
2020-04-15,MA,7073174,7074756,7074631,7073848,7071458,7069013
2020-04-16,MA,7073034,7074734,7074601,7073722,7071200,7068373
2020-04-17,MA,7072887,7074711,7074571,7073587,7070929,7067681
2020-04-18,MA,7072731,7074687,7074540,7073440,7070643,7066934
2020-04-19,MA,7072567,7074662,7074508,7073282,7070342,7066126
2020-04-20,MA,7072395,7074636,7074475,7073111,7070024,7065255
2020-04-21,MA,7072212,7074610,7074440,7072928,7069690,7064314
2020-04-22,MA,7072020,7074582,7074405,7072730,7069338,7063299
2020-04-23,MA,7071818,7074554,7074368,7072518,7068966,7062204
2020-04-24,MA,7071605,7074524,7074330,7072289,7068575,7061022
2020-04-25,MA,7071380,7074494,7074291,7072044,7068162,7059747
2020-04-26,MA,7071143,7074462,7074251,7071780,7067728,7058371
2020-04-27,MA,7070893,7074430,7074209,7071496,7067270,7056887
2020-04-28,MA,7070629,7074396,7074166,7071190,7066788,7055285
2020-04-29,MA,7070351,7074361,7074121,7070862,7066280,7053558
2020-04-30,MA,7070058,7074325,7074075,7070509,7065744,7051694
2020-05-01,MA,7069750,7074287,7074028,7070129,7065180,7049684
2020-05-02,MA,7069424,7074249,7073979,7069721,7064586,7047516
2020-05-03,MA,7069081,7074208,7073928,7069282,7063960,7045177
2020-05-04,MA,7068720,7074167,7073876,7068810,7063300,7042656
2020-05-05,MA,7068339,7074124,7073822,7068303,7062605,7039936
2020-05-06,MA,7067937,7074079,7073766,7067758,7061873,7037004
2020-05-07,MA,7067514,7074033,7073709,7067172,7061102,7033843
2020-05-08,MA,7067068,7073985,7073649,7066542,7060289,7030435
2020-05-09,MA,7066597,7073935,7073588,7065864,7059433,7026761
2020-05-10,MA,7066101,7073884,7073524,7065136,7058532,7022801
2020-05-11,MA,7065579,7073831,7073459,7064353,7057582,7018534
2020-05-12,MA,7065028,7073776,7073391,7063511,7056582,7013936
2020-05-13,MA,7064448,7073719,7073321,7062607,7055528,7008983
2020-05-14,MA,7063836,7073660,7073249,7061634,7054418,7003647
2020-05-15,MA,7063192,7073600,7073174,7060589,7053250,6997900
2020-05-16,MA,7062512,7073536,7073097,7059465,7052019,6991711
2020-05-17,MA,7061797,7073471,7073018,7058258,7050723,6985048
2020-05-18,MA,7061042,7073403,7072936,7056959,7049358,6977877
2020-05-19,MA,7060247,7073333,7072851,7055564,7047920,6970159
2020-05-20,MA,7059409,7073261,7072763,7054065,7046407,6961856
2020-05-21,MA,7058527,7073186,7072673,7052453,7044813,6952924
2020-05-22,MA,7057596,7073108,7072579,7050722,7043135,6943321
2020-05-23,MA,7056616,7073028,7072483,7048861,7041368,6932997
2020-05-24,MA,7055584,7072944,7072383,7046861,7039509,6921904
2020-05-25,MA,7054496,7072858,7072280,7044712,7037551,6911497
2020-05-26,MA,7053350,7072769,7072174,7042404,7035490,6904002
2020-05-27,MA,7052142,7072677,7072064,7039923,7033321,6896247
2020-05-28,MA,7050870,7072581,7071951,7037259,7031038,6888345
2020-05-29,MA,7049530,7072482,7071834,7034396,7028636,6880365
2020-05-30,MA,7048118,7072379,7071713,7031559,7026107,6872347
2020-05-31,MA,7046632,7072273,7071588,7030089,7023447,6864317
2020-06-01,MA,7045066,7072163,7071459,7028556,7020648,6856290
2020-06-02,MA,7043416,7072050,7071325,7026982,7017704,6848276
2020-06-03,MA,7041679,7071932,7071188,7025384,7014606,6840281
2020-06-04,MA,7039850,7071810,7071046,7023773,7011348,6832310
2020-06-05,MA,7037924,7071684,7070899,7022158,7007921,6824364
2020-06-06,MA,7035896,7071553,7070747,7020544,7004318,6816446
2020-06-07,MA,7033761,7071418,7070591,7018934,7000528,6808559
2020-06-08,MA,7031513,7071278,7070429,7017332,6996545,6800702
2020-06-09,MA,7029146,7071133,7070262,7015739,6992357,6792878
2020-06-10,MA,7026655,7070983,7070090,7014156,6987955,6785088
2020-06-11,MA,7024033,7070828,7069912,7012585,6983330,6777332
2020-06-12,MA,7021647,7070667,7069728,7011025,6978469,6769611
2020-06-13,MA,7019789,7070501,7069538,7009478,6973363,6761927
2020-06-14,MA,7017950,7070328,7069342,7007944,6967999,6754280
2020-06-15,MA,7016131,7070150,7069139,7006422,6962365,6746671
2020-06-16,MA,7014331,7069965,7068930,7004912,6956450,6739101
2020-06-17,MA,7012549,7069774,7068714,7003416,6950239,6731571
2020-06-18,MA,7010787,7069576,7068491,7001932,6943721,6724081
2020-06-19,MA,7009043,7069372,7068261,7000461,6936880,6716633
2020-06-20,MA,7007317,7069160,7068023,6999002,6929703,6709226
2020-06-21,MA,7005610,7068940,7067777,6997556,6922175,6701863
2020-06-22,MA,7003921,7068713,7067523,6996123,6914280,6694542
2020-06-23,MA,7002250,7068478,7067261,6994702,6906003,6687266
2020-06-24,MA,7000597,7068234,7066991,6993293,6897328,6680035
2020-06-25,MA,6998961,7067983,7066711,6991897,6888238,6672849
2020-06-26,MA,6997343,7067722,7066423,6990512,6878716,6665709
2020-06-27,MA,6995743,7067452,7066125,6989140,6868745,6658616
2020-06-28,MA,6994160,7067172,7065817,6987780,6858307,6651570
2020-06-29,MA,6992594,7066883,7065500,6986432,6847383,6644572
2020-06-30,MA,6991045,7066584,7065171,6985096,6835955,6637622
2020-07-01,MA,6989513,7066274,7064833,6983771,6824005,6630721
2020-07-02,MA,6987998,7065953,7064483,6982458,6811513,6623869
2020-07-03,MA,6986499,7065621,7064122,6981157,6798460,6617067
2020-07-04,MA,6985017,7065278,7063749,6979867,6784827,6610315
2020-07-05,MA,6983551,7064922,7063363,6978589,6770593,6603613
2020-07-06,MA,6982101,7064554,7062966,6977322,6755741,6596963
2020-07-07,MA,6980668,7064173,7062555,6976066,6740250,6590364
2020-07-08,MA,6979250,7063779,7062131,6974822,6724100,6583817
