day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR_sin,SEIIR_sin_beta_variante,SEIIR_asin,SEIIR_asin_beta_variante
2020-11-02,GO,19163,54822,51516,15176,5079,6741,36958,19200
2020-11-03,GO,19300,56061,52741,15220,4936,6707,35923,19104
2020-11-04,GO,19436,57314,53987,15264,4795,6673,34905,19006
2020-11-05,GO,19573,58582,55254,15308,4657,6638,33904,18906
2020-11-06,GO,19709,59863,56541,15351,4522,6603,32920,18804
2020-11-07,GO,19845,61157,57849,15394,4389,6567,31954,18701
2020-11-08,GO,19981,62464,59177,15437,4258,6530,31007,18596
2020-11-09,GO,20117,63783,60525,15479,4130,6493,30078,18490
2020-11-10,GO,20253,65113,61894,15521,4005,6455,29169,18382
2020-11-11,GO,20388,66452,63282,15563,3882,6417,28279,18273
2020-11-12,GO,20523,67801,64689,15604,3762,6378,27408,18162
2020-11-13,GO,20658,69159,66115,15645,3645,6339,26557,18050
2020-11-14,GO,20792,70524,67560,15685,3531,6299,25725,17937
2020-11-15,GO,20926,71896,69023,15726,3419,6259,24913,17822
2020-11-16,GO,21059,73273,70504,15765,3310,6218,24121,17706
2020-11-17,GO,21192,74655,72002,15805,3204,6177,23348,17589
2020-11-18,GO,21325,76040,73517,15844,3100,6136,22595,17471
2020-11-19,GO,21457,77427,75048,15883,2999,6094,21861,17351
2020-11-20,GO,21589,78815,76594,15921,2901,6052,21146,17231
2020-11-21,GO,21720,80203,78155,15959,2805,6009,20451,17109
2020-11-22,GO,21851,81590,79730,15996,2712,5966,19774,16987
2020-11-23,GO,21981,82973,81318,16033,2622,5923,19116,16864
2020-11-24,GO,22110,84353,82919,16070,2534,5879,18476,16739
2020-11-25,GO,22239,85727,84531,16106,2449,5836,17854,16614
2020-11-26,GO,22367,87093,86153,16142,2366,5792,17251,16488
2020-11-27,GO,22494,88452,87786,16178,2285,5747,16664,16362
2020-11-28,GO,22621,89800,89427,16213,2207,5703,16095,16235
2020-11-29,GO,22747,91137,91075,16247,2131,5658,15543,16107
2020-11-30,GO,22872,92461,92730,16281,2058,5613,15008,15978
2020-12-01,GO,22997,93770,94390,16315,1986,5567,14489,15849
2020-12-02,GO,23120,95064,96055,16348,1917,5522,13986,15720
2020-12-03,GO,23243,96339,97722,16381,1850,5476,13498,15590
2020-12-04,GO,23365,97596,99390,16414,1786,5431,13026,15460
2020-12-05,GO,23485,98831,101059,16446,1723,5385,12568,15329
2020-12-06,GO,23605,100044,102726,16477,1662,5339,12125,15198
2020-12-07,GO,23724,101234,104391,16508,1603,5293,11696,15066
2020-12-08,GO,23842,102397,106051,16539,1546,5247,11282,14934
2020-12-09,GO,23959,103534,107706,16569,1491,5200,10880,14803
2020-12-10,GO,24075,104642,109354,16598,1438,5154,10492,14670
2020-12-11,GO,24190,105719,110992,16628,1386,5108,10117,14538
2020-12-12,GO,24303,106765,112620,16656,1337,5061,9754,14406
2020-12-13,GO,24416,107778,114237,16684,1288,5015,9403,14273
2020-12-14,GO,24527,108756,115839,16712,1242,4968,9064,14141
2020-12-15,GO,24637,109699,117425,16739,1197,4922,8736,14009
2020-12-16,GO,24746,110604,118995,16766,1154,4875,8419,13876
2020-12-17,GO,24854,111470,120545,16792,1112,4829,8114,13744
2020-12-18,GO,24960,112296,122075,16818,1071,4782,7818,13611
2020-12-19,GO,25066,113082,123582,16843,1032,4736,7533,13479
2020-12-20,GO,25169,113825,125065,16868,994,4690,7258,13347
2020-12-21,GO,25272,114525,126522,16893,958,4644,6992,13216
2020-12-22,GO,25373,115180,127951,16916,923,4597,6736,13084
2020-12-23,GO,25472,115790,129351,16940,889,4551,6488,12953
2020-12-24,GO,25571,116354,130719,16962,856,4505,6250,12822
2020-12-25,GO,25667,116871,132054,16984,825,4460,6019,12691
2020-12-26,GO,25763,117341,133354,17006,794,4414,5797,12561
2020-12-27,GO,25856,117762,134617,17027,765,4368,5583,12431
2020-12-28,GO,25948,118134,135842,17048,736,4323,5376,12301
2020-12-29,GO,26039,118456,137027,17068,709,4277,5177,12172
2020-12-30,GO,26128,118729,138171,17088,683,4232,4984,12043
2020-12-31,GO,26216,118952,139272,17107,657,4187,4799,11915
2020-03-12,RN,1,50,50,8,50,50,50,48
2020-03-13,RN,3,51,58,12,39,41,59,45
2020-03-14,RN,9,53,63,15,33,35,78,47
2020-03-15,RN,18,54,67,18,30,31,99,51
2020-03-16,RN,19,56,71,21,28,29,118,56
2020-03-17,RN,21,57,73,24,27,28,136,61
2020-03-18,RN,23,59,76,27,27,27,151,66
2020-03-19,RN,25,60,78,30,27,27,165,70
2020-03-20,RN,28,62,80,33,28,27,177,74
2020-03-21,RN,30,64,82,36,29,28,188,78
2020-03-22,RN,33,65,84,39,29,28,198,81
2020-03-23,RN,36,67,86,42,30,29,208,84
2020-03-24,RN,40,69,89,44,31,29,217,87
2020-03-25,RN,43,71,91,47,32,30,227,90
2020-03-26,RN,47,73,93,50,33,30,236,93
2020-03-27,RN,52,75,96,53,35,31,246,96
2020-03-28,RN,57,77,98,56,36,32,256,98
2020-03-29,RN,62,79,100,60,37,32,266,101
2020-03-30,RN,68,81,103,63,39,33,276,103
2020-03-31,RN,75,83,106,67,40,34,286,106
2020-04-01,RN,82,86,108,71,42,35,297,108
2020-04-02,RN,89,88,111,75,43,35,308,111
2020-04-03,RN,98,90,114,80,45,36,320,114
2020-04-04,RN,107,93,117,84,46,37,332,116
2020-04-05,RN,117,95,120,89,48,38,345,119
2020-04-06,RN,128,98,123,95,50,39,358,123
2020-04-07,RN,140,101,126,100,52,41,371,128
2020-04-08,RN,154,103,129,106,54,43,385,135
2020-04-09,RN,168,106,132,112,56,46,399,143
2020-04-10,RN,184,109,135,119,58,49,414,153
2020-04-11,RN,202,112,139,126,60,52,430,163
2020-04-12,RN,221,115,142,133,62,55,446,174
2020-04-13,RN,242,118,146,141,65,59,463,186
2020-04-14,RN,265,122,150,149,67,63,480,199
2020-04-15,RN,290,125,153,158,69,68,498,213
2020-04-16,RN,317,128,157,167,72,72,517,227
2020-04-17,RN,347,132,161,177,75,77,536,243
2020-04-18,RN,380,135,165,188,78,83,556,260
2020-04-19,RN,416,139,169,199,80,88,577,278
2020-04-20,RN,455,143,174,210,83,94,598,297
2020-04-21,RN,498,147,178,223,87,101,621,317
2020-04-22,RN,545,151,182,236,90,108,644,339
2020-04-23,RN,597,155,187,249,93,115,668,363
2020-04-24,RN,653,159,192,264,97,123,693,388
2020-04-25,RN,715,163,197,279,100,132,718,415
2020-04-26,RN,783,168,202,296,104,141,745,443
2020-04-27,RN,857,172,207,313,108,151,773,474
2020-04-28,RN,937,177,212,332,112,161,802,507
2020-04-29,RN,1026,182,217,351,116,172,831,542
2020-04-30,RN,1123,187,223,372,120,184,862,579
2020-05-01,RN,1229,192,228,393,125,197,894,619
2020-05-02,RN,1345,197,234,416,129,210,928,662
2020-05-03,RN,1472,203,240,441,134,225,962,707
2020-05-04,RN,1611,208,246,467,139,240,998,756
2020-05-05,RN,1763,214,252,494,144,257,1035,808
2020-05-06,RN,1930,220,258,523,150,274,1073,864
2020-05-07,RN,2112,225,265,554,155,293,1113,923
2020-05-08,RN,2311,232,272,586,161,313,1154,987
2020-05-09,RN,2528,238,278,621,167,335,1197,1054
2020-05-10,RN,2767,244,285,657,173,358,1241,1127
2020-05-11,RN,3027,251,293,695,179,383,1287,1204
2020-05-12,RN,3312,258,300,736,186,409,1334,1287
2020-05-13,RN,3378,265,308,779,193,437,1383,1376
2020-05-14,RN,3383,272,315,825,200,467,1434,1470
2020-05-15,RN,3389,280,323,873,207,499,1487,1571
2020-05-16,RN,3394,287,331,924,215,533,1542,1679
2020-05-17,RN,3399,295,340,978,223,570,1598,1794
2020-05-18,RN,3405,303,348,1036,231,609,1657,1917
2020-05-19,RN,3410,311,357,1096,240,650,1718,2048
2020-05-20,RN,3415,320,366,1161,248,695,1781,2188
2020-05-21,RN,3420,328,375,1228,257,742,1846,2337
2020-05-22,RN,3425,337,385,1300,267,793,1913,2497
2020-05-23,RN,3430,346,394,1376,277,847,1983,2667
2020-05-24,RN,3435,356,404,1457,287,905,2056,2849
2020-05-25,RN,3440,366,414,1542,297,967,2130,3043
2020-05-26,RN,3445,376,425,1632,308,1032,2208,3250
2020-05-27,RN,3450,386,435,1728,319,1102,2288,3471
2020-05-28,RN,3454,396,446,1829,331,1177,2371,3706
2020-05-29,RN,3459,407,458,1936,343,1257,2457,3957
2020-05-30,RN,3464,418,469,2049,355,1342,2546,4225
2020-05-31,RN,3468,429,481,2168,368,1433,2637,4510
2020-06-01,RN,3473,441,493,2295,381,1529,2732,4814
2020-06-02,RN,3478,453,505,2429,395,1632,2831,5138
2020-06-03,RN,3482,465,518,2571,409,1742,2932,5483
2020-06-04,RN,3486,478,531,2721,423,1859,3037,5851
2020-06-05,RN,3491,491,544,2879,439,1983,3146,6242
2020-06-06,RN,3495,504,558,3047,454,2115,3258,6659
2020-06-07,RN,3499,518,572,3225,470,2256,3374,7102
2020-06-08,RN,3504,532,586,3413,487,2406,3494,7574
2020-06-09,RN,3508,546,601,3611,504,2552,3618,8031
2020-06-10,RN,3512,561,616,3822,522,2646,3746,8322
2020-06-11,RN,3516,576,632,4044,541,2702,3879,8492
2020-06-12,RN,3520,592,648,4279,560,2734,4015,8585
2020-06-13,RN,3524,608,664,4528,579,2750,4156,8630
2020-06-14,RN,3528,625,680,4791,600,2757,4302,8644
2020-06-15,RN,3532,642,697,5069,621,2757,4452,8639
2020-06-16,RN,3536,659,715,5339,642,2753,4607,8622
2020-06-17,RN,3539,677,733,5530,665,2746,4767,8597
2020-06-18,RN,3543,695,751,5657,688,2737,4932,8567
2020-06-19,RN,3547,714,770,5737,711,2727,5103,8533
2020-06-20,RN,3550,733,789,5783,736,2716,5278,8497
2020-06-21,RN,3554,753,809,5804,761,2704,5459,8460
2020-06-22,RN,3557,773,829,5806,787,2692,5646,8421
2020-06-23,RN,3561,794,850,5794,814,2680,5838,8381
2020-06-24,RN,3564,816,871,5773,841,2667,6036,8341
2020-06-25,RN,3568,838,893,5745,870,2654,6240,8300
2020-06-26,RN,3571,861,916,5711,899,2641,6449,8258
2020-06-27,RN,3574,884,939,5674,929,2627,6665,8216
2020-06-28,RN,3577,908,962,5634,960,2614,6888,8173
2020-06-29,RN,3580,932,986,5592,992,2600,7116,8129
2020-06-30,RN,3584,957,1011,5549,1024,2586,7351,8085
2020-07-01,RN,3587,983,1036,5506,1058,2572,7593,8041
2020-07-02,RN,3590,1010,1062,5461,1093,2558,7841,7996
2020-07-03,RN,3592,1037,1088,5416,1128,2543,8096,7951
2020-07-04,RN,3595,1065,1116,5372,1164,2529,8358,7905
2020-07-05,RN,3598,1094,1144,5327,1202,2514,8626,7859
2020-07-06,RN,3601,1123,1172,5282,1240,2499,8902,7812
2020-07-07,RN,3603,1153,1201,5237,1280,2484,9185,7765
2020-07-08,RN,3606,1184,1231,5193,1320,2469,9475,7718
2020-07-09,RN,3609,1216,1262,5148,1361,2454,9771,7670
2020-07-10,RN,3611,1249,1293,5104,1404,2438,10076,7622
2020-07-11,RN,3614,1283,1326,5060,1447,2423,10387,7574
2020-07-12,RN,3616,1317,1359,5017,1491,2407,10706,7525
2020-07-13,RN,3618,1352,1393,4974,1536,2391,11031,7476
2020-07-14,RN,3621,1389,1427,4931,1583,2376,11364,7426
2020-07-15,RN,3623,1426,1463,4888,1630,2360,11705,7376
2020-07-16,RN,3625,1464,1499,4846,1678,2344,12052,7326
2020-07-17,RN,3627,1504,1537,4804,1728,2328,12406,7276
2020-07-18,RN,3629,1544,1575,4762,1778,2312,12768,7226
2020-07-19,RN,3631,1585,1614,4720,1829,2295,13136,7175
2020-07-20,RN,3633,1628,1654,4679,1881,2279,13512,7124
2020-07-21,RN,3635,1671,1695,4638,1934,2263,13893,7073
2020-07-22,RN,3637,1716,1737,4598,1988,2246,14282,7021
2020-07-23,RN,3639,1762,1780,4557,2043,2230,14677,6970
2020-07-24,RN,3640,1809,1825,4517,2099,2213,15078,6918
2020-07-25,RN,3642,1858,1870,4478,2155,2197,15485,6866
2020-07-26,RN,3644,1907,1916,4438,2213,2180,15897,6814
2020-07-27,RN,3645,1958,1964,4399,2271,2164,16316,6762
2020-07-28,RN,3646,2010,2012,4360,2330,2147,16739,6710
2020-07-29,RN,3648,2064,2062,4322,2389,2130,17167,6658
2020-07-30,RN,3649,2119,2113,4284,2449,2113,17600,6605
2020-07-31,RN,3651,2175,2165,4246,2510,2097,18036,6553
2020-08-01,RN,3652,2233,2219,4208,2571,2080,18477,6500
2020-08-02,RN,3653,2292,2274,4171,2632,2063,18921,6448
2020-08-03,RN,3654,2353,2330,4133,2694,2046,19367,6395
2020-08-04,RN,3655,2416,2388,4097,2756,2029,19817,6342
2020-08-05,RN,3656,2480,2446,4060,2819,2013,20268,6290
2020-08-06,RN,3657,2546,2507,4024,2882,1996,20720,6237
2020-08-07,RN,3658,2613,2568,3988,2944,1979,21173,6184
2020-08-08,RN,3659,2682,2632,3952,3007,1962,21626,6132
2020-08-09,RN,3659,2753,2697,3917,3070,1945,22079,6079
2020-08-10,RN,3660,2826,2763,3882,3132,1928,22531,6027
2020-08-11,RN,3661,2900,2831,3847,3195,1912,22981,5974
2020-08-12,RN,3661,2977,2900,3812,3256,1895,23429,5922
2020-08-13,RN,3662,3055,2972,3778,3318,1878,23873,5869
2020-08-14,RN,3662,3135,3044,3744,3379,1861,24314,5817
2020-08-15,RN,3663,3218,3119,3710,3439,1845,24750,5765
2020-08-16,RN,3663,3302,3195,3677,3499,1828,25181,5713
2020-08-17,RN,3663,3389,3274,3644,3557,1811,25606,5661
2020-08-18,RN,3664,3478,3354,3611,3615,1795,26024,5609
2020-08-19,RN,3664,3569,3436,3578,3672,1778,26435,5557
2020-08-20,RN,3664,3662,3520,3545,3727,1762,26837,5505
2020-08-21,RN,3664,3758,3605,3513,3781,1745,27230,5454
2020-08-22,RN,3664,3856,3693,3481,3834,1729,27613,5403
2020-08-23,RN,3664,3956,3783,3450,3885,1713,27985,5351
2020-08-24,RN,3664,4059,3875,3418,3935,1696,28345,5300
2020-08-25,RN,3663,4165,3970,3387,3982,1680,28693,5250
2020-08-26,RN,3663,4273,4066,3356,4028,1664,29028,5199
2020-08-27,RN,3663,4383,4165,3326,4072,1648,29350,5149
2020-08-28,RN,3662,4497,4266,3295,4114,1632,29656,5098
2020-08-29,RN,3662,4613,4369,3265,4154,1616,29948,5048
2020-08-30,RN,3661,4732,4475,3235,4192,1600,30223,4998
2020-08-31,RN,3661,4854,4583,3206,4227,1584,30482,4949
2020-09-01,RN,3660,4979,4694,3176,4260,1568,30723,4899
2020-09-02,RN,3659,5106,4807,3147,4291,1552,30947,4850
2020-09-03,RN,3659,5237,4922,3118,4318,1537,31153,4801
2020-09-04,RN,3658,5371,5041,3090,4344,1521,31340,4753
2020-09-05,RN,3657,5509,5162,3061,4366,1506,31507,4704
2020-09-06,RN,3656,5649,5286,3033,4386,1490,31655,4656
2020-09-07,RN,3655,5793,5413,3005,4403,1475,31782,4608
2020-09-08,RN,3654,5940,5542,2977,4417,1460,31890,4560
2020-09-09,RN,3653,6091,5675,2950,4429,1444,31977,4513
2020-09-10,RN,3652,6245,5810,2922,4437,1429,32043,4466
2020-09-11,RN,3651,6402,5949,2895,4443,1414,32088,4419
2020-09-12,RN,3649,6564,6090,2869,4445,1399,32112,4372
2020-09-13,RN,3648,6729,6235,2842,4445,1385,32115,4326
2020-09-14,RN,3647,6898,6383,2816,4442,1370,32096,4280
2020-09-15,RN,3645,7070,6535,2790,4436,1355,32057,4234
2020-09-16,RN,3644,7247,6689,2764,4427,1341,31997,4189
2020-09-17,RN,3642,7427,6847,2738,4415,1326,31916,4144
2020-09-18,RN,3640,7612,7009,2712,4400,1312,31815,4099
2020-09-19,RN,3639,7800,7174,2687,4383,1298,31693,4054
2020-09-20,RN,3637,7993,7342,2662,4362,1284,31552,4010
2020-09-21,RN,3635,8190,7515,2637,4340,1269,31391,3966
2020-09-22,RN,3633,8392,7691,2613,4314,1255,31211,3922
2020-09-23,RN,3631,8597,7870,2588,4286,1242,31013,3879
2020-09-24,RN,3629,8808,8054,2564,4255,1228,30796,3836
2020-09-25,RN,3627,9022,8242,2540,4222,1214,30562,3793
2020-09-26,RN,3625,9242,8433,2516,4187,1201,30311,3751
2020-09-27,RN,3623,9465,8629,2493,4149,1187,30044,3709
2020-09-28,RN,3621,9694,8828,2470,4110,1174,29761,3667
2020-09-29,RN,3619,9927,9032,2446,4068,1161,29462,3626
2020-09-30,RN,3616,10165,9240,2423,4024,1147,29150,3584
2020-10-01,RN,3614,10408,9453,2401,3978,1134,28824,3544
2020-10-02,RN,3612,10656,9670,2378,3931,1121,28485,3503
2020-10-03,RN,3609,10909,9891,2356,3882,1109,28134,3463
2020-10-04,RN,3607,11167,10117,2334,3831,1096,27772,3423
2020-10-05,RN,3604,11430,10347,2312,3779,1083,27399,3384
2020-10-06,RN,3601,11698,10582,2290,3726,1071,27016,3345
2020-10-07,RN,3599,11971,10822,2268,3672,1058,26624,3306
2020-10-08,RN,3596,12249,11066,2247,3616,1046,26224,3267
2020-10-09,RN,3593,12533,11315,2226,3559,1034,25817,3229
2020-10-10,RN,3590,12822,11569,2205,3502,1022,25402,3191
2020-10-11,RN,3587,13116,11828,2184,3443,1010,24982,3154
2020-10-12,RN,3584,13415,12092,2163,3384,998,24556,3117
2020-10-13,RN,3581,13720,12362,2143,3324,986,24126,3080
2020-10-14,RN,3578,14031,12636,2122,3264,974,23692,3044
2020-10-15,RN,3575,14346,12915,2102,3203,963,23254,3007
2020-10-16,RN,3572,14667,13200,2082,3142,951,22815,2972
2020-10-17,RN,3568,14994,13490,2063,3081,940,22373,2936
2020-10-18,RN,3565,15326,13785,2043,3020,929,21930,2901
2020-10-19,RN,3562,15663,14086,2024,2958,917,21487,2866
2020-10-20,RN,3558,16006,14392,2004,2897,906,21043,2831
2020-10-21,RN,3555,16355,14704,1985,2836,896,20600,2797
2020-10-22,RN,3551,16708,15021,1966,2774,885,20159,2763
2020-10-23,RN,3548,17067,15344,1948,2714,874,19718,2730
2020-10-24,RN,3544,17432,15672,1929,2653,863,19280,2697
2020-10-25,RN,3540,17801,16006,1911,2593,853,18845,2664
2020-10-26,RN,3537,18176,16345,1893,2533,842,18412,2631
2020-10-27,RN,3533,18557,16691,1875,2474,832,17983,2599
2020-10-28,RN,3529,18942,17042,1857,2415,822,17557,2567
2020-10-29,RN,3525,19333,17398,1839,2357,812,17136,2535
2020-10-30,RN,3521,19728,17761,1821,2299,802,16719,2504
2020-10-31,RN,3517,20129,18129,1804,2242,792,16307,2473
2020-11-01,RN,3513,20534,18503,1787,2186,782,15899,2443
2020-11-02,RN,3509,20944,18883,1770,2130,772,15498,2412
2020-11-03,RN,3505,21359,19269,1753,2076,763,15101,2382
2020-11-04,RN,3501,21779,19660,1736,2022,753,14711,2353
2020-11-05,RN,3496,22202,20058,1719,1969,744,14326,2323
2020-11-06,RN,3492,22631,20461,1703,1917,734,13948,2294
2020-11-07,RN,3488,23063,20869,1687,1865,725,13575,2265
2020-11-08,RN,3483,23499,21284,1670,1815,716,13210,2237
2020-11-09,RN,3479,23939,21704,1654,1765,707,12850,2209
2020-11-10,RN,3475,24383,22130,1638,1717,698,12498,2181
2020-11-11,RN,3470,24831,22561,1623,1669,689,12152,2153
2020-11-12,RN,3465,25281,22998,1607,1623,681,11812,2126
2020-11-13,RN,3461,25735,23441,1592,1577,672,11480,2099
2020-11-14,RN,3456,26192,23889,1576,1532,663,11154,2072
2020-11-15,RN,3451,26651,24342,1561,1488,655,10836,2046
2020-11-16,RN,3447,27113,24800,1546,1445,647,10524,2020
2020-11-17,RN,3442,27577,25264,1531,1403,638,10219,1994
2020-11-18,RN,3437,28043,25733,1517,1362,630,9920,1968
2020-11-19,RN,3432,28511,26207,1502,1322,622,9629,1943
2020-11-20,RN,3427,28980,26686,1487,1283,614,9344,1918
2020-11-21,RN,3422,29450,27169,1473,1245,606,9067,1893
2020-11-22,RN,3417,29922,27658,1459,1207,598,8796,1869
2020-11-23,RN,3412,30393,28150,1445,1171,591,8531,1845
2020-11-24,RN,3407,30865,28647,1431,1136,583,8273,1821
2020-11-25,RN,3402,31337,29149,1417,1101,576,8022,1798
2020-11-26,RN,3397,31809,29654,1403,1067,568,7777,1774
2020-11-27,RN,3391,32279,30163,1390,1034,561,7538,1751
2020-11-28,RN,3386,32749,30676,1376,1003,553,7306,1728
2020-11-29,RN,3381,33217,31193,1363,971,546,7079,1706
2020-11-30,RN,3375,33684,31713,1350,941,539,6859,1684
2020-12-01,RN,3370,34148,32236,1337,912,532,6645,1662
2020-12-02,RN,3365,34610,32761,1324,883,525,6436,1640
2020-12-03,RN,3359,35068,33290,1311,855,518,6234,1618
2020-12-04,RN,3353,35524,33821,1298,828,511,6037,1597
2020-12-05,RN,3348,35975,34354,1286,802,505,5845,1576
2020-12-06,RN,3342,36423,34888,1273,776,498,5659,1556
2020-12-07,RN,3337,36866,35425,1261,751,491,5478,1535
2020-12-08,RN,3331,37304,35963,1249,727,485,5303,1515
2020-12-09,RN,3325,37737,36502,1236,704,479,5132,1495
2020-12-10,RN,3319,38164,37041,1224,681,472,4967,1475
2020-12-11,RN,3314,38585,37582,1213,659,466,4806,1456
2020-12-12,RN,3308,38999,38122,1201,638,460,4650,1436
2020-12-13,RN,3302,39407,38662,1189,617,454,4499,1417
2020-12-14,RN,3296,39807,39202,1178,597,448,4353,1398
2020-12-15,RN,3290,40199,39740,1166,577,442,4210,1380
2020-12-16,RN,3284,40583,40278,1155,558,436,4072,1361
2020-12-17,RN,3278,40959,40814,1143,540,430,3939,1343
2020-12-18,RN,3272,41325,41348,1132,522,424,3809,1325
2020-12-19,RN,3266,41682,41879,1121,505,419,3683,1308
2020-12-20,RN,3260,42030,42408,1110,488,413,3562,1290
2020-12-21,RN,3253,42367,42934,1100,472,408,3444,1273
2020-12-22,RN,3247,42694,43457,1089,457,402,3329,1256
2020-12-23,RN,3241,43010,43975,1078,441,397,3219,1239
2020-12-24,RN,3235,43315,44490,1068,427,391,3111,1222
2020-12-25,RN,3228,43608,44999,1057,412,386,3008,1206
2020-12-26,RN,3222,43889,45504,1047,399,381,2907,1190
2020-12-27,RN,3216,44158,46003,1037,385,376,2810,1174
2020-12-28,RN,3209,44415,46496,1027,372,371,2715,1158
2020-12-29,RN,3203,44659,46982,1017,360,366,2624,1142
2020-12-30,RN,3196,44890,47462,1007,348,361,2536,1127
2020-12-31,RN,3190,45108,47935,997,336,356,2451,1112
2020-02-25,TOTAL,15,50,50,3,50,16,50,2
2020-02-26,TOTAL,34,52,58,5,39,12,59,4
2020-02-27,TOTAL,76,55,64,7,33,10,80,8
2020-02-28,TOTAL,167,58,69,9,30,9,102,14
2020-02-29,TOTAL,360,60,73,13,29,8,125,20
2020-03-01,TOTAL,387,63,77,17,29,8,146,26
2020-03-02,TOTAL,415,66,82,23,29,9,165,33
2020-03-03,TOTAL,445,70,86,30,30,9,183,41
2020-03-04,TOTAL,477,73,90,40,31,10,201,50
2020-03-05,TOTAL,511,77,94,54,33,12,218,60
2020-03-06,TOTAL,548,80,99,73,35,14,236,71
2020-03-07,TOTAL,588,84,103,97,37,16,253,85
2020-03-08,TOTAL,629,88,108,129,39,19,272,101
2020-03-09,TOTAL,675,93,113,173,41,22,291,120
2020-03-10,TOTAL,724,97,118,231,44,26,311,142
2020-03-11,TOTAL,776,102,124,308,47,31,332,168
2020-03-12,TOTAL,832,107,130,412,50,36,355,199
2020-03-13,TOTAL,891,112,136,549,53,43,379,235
2020-03-14,TOTAL,955,118,142,732,57,50,404,278
2020-03-15,TOTAL,1023,123,148,976,61,60,431,329
2020-03-16,TOTAL,1096,129,155,1271,65,71,460,389
2020-03-17,TOTAL,1175,136,163,1526,69,84,490,460
2020-03-18,TOTAL,1259,142,170,1741,73,99,523,545
2020-03-19,TOTAL,1350,149,178,1933,78,117,558,644
2020-03-20,TOTAL,1446,156,186,2111,83,138,594,762
2020-03-21,TOTAL,1550,164,195,2286,89,163,634,901
2020-03-22,TOTAL,1661,172,204,2460,95,193,676,1065
2020-03-23,TOTAL,1780,180,213,2637,101,229,721,1260
2020-03-24,TOTAL,1908,189,223,2820,108,270,769,1490
2020-03-25,TOTAL,2045,198,233,3011,115,320,819,1762
2020-03-26,TOTAL,2192,208,243,3212,123,378,874,2084
2020-03-27,TOTAL,2349,218,255,3425,131,447,931,2465
2020-03-28,TOTAL,2517,229,266,3651,139,529,993,2915
2020-03-29,TOTAL,2698,240,279,3890,149,625,1059,3447
2020-03-30,TOTAL,2891,252,292,4144,158,739,1129,4077
2020-03-31,TOTAL,3098,264,305,4415,169,874,1204,4821
2020-04-01,TOTAL,3320,277,320,4703,180,1034,1284,5701
2020-04-02,TOTAL,3558,290,335,5010,192,1223,1369,6742
2020-04-03,TOTAL,3813,304,351,5337,205,1446,1459,7972
2020-04-04,TOTAL,4087,319,367,5686,218,1710,1556,9427
2020-04-05,TOTAL,4380,335,385,6055,233,2022,1659,11148
2020-04-06,TOTAL,4694,351,403,6449,248,2391,1769,13182
2020-04-07,TOTAL,5030,368,421,6869,264,2827,1886,15587
2020-04-08,TOTAL,5390,386,441,7316,282,3275,2011,18055
2020-04-09,TOTAL,5777,405,461,7793,301,3639,2144,20051
2020-04-10,TOTAL,6191,424,483,8301,321,3965,2286,21836
2020-04-11,TOTAL,6634,445,505,8841,342,4280,2438,23563
2020-04-12,TOTAL,7110,466,529,9416,365,4600,2599,25316
2020-04-13,TOTAL,7619,489,553,10029,389,4933,2772,27142
2020-04-14,TOTAL,8165,513,579,10683,414,5285,2955,29070
2020-04-15,TOTAL,8750,538,606,11378,442,5658,3151,31120
2020-04-16,TOTAL,9377,564,634,12119,471,6056,3360,33306
2020-04-17,TOTAL,10049,591,663,12908,502,6482,3583,35641
2020-04-18,TOTAL,10769,620,694,13749,536,6936,3820,38138
2020-04-19,TOTAL,11540,650,726,14644,571,7422,4073,40808
2020-04-20,TOTAL,12367,682,759,15598,609,7941,4343,43663
2020-04-21,TOTAL,13253,715,795,16613,649,8497,4630,46718
2020-04-22,TOTAL,14202,750,831,17694,692,9091,4937,49985
2020-04-23,TOTAL,15219,786,870,18846,738,9727,5264,53479
2020-04-24,TOTAL,16309,825,910,20073,787,10407,5613,57216
