day,state,SIR_beta_variante,SIR,SEIR,SEIR_beta_variante,SEIIR_sin,SEIIR_sin_beta_variante,SEIIR_asin,SEIIR_asin_beta_variante
2020-08-13,BA,17244,9861,9640,16759,12684,7148,91066,13577
2020-08-14,BA,17272,10187,9943,16729,13057,7163,93751,13605
2020-08-15,BA,17301,10523,10255,16700,13434,7178,96468,13633
2020-08-16,BA,17329,10870,10576,16671,13815,7192,99214,13660
2020-08-17,BA,17357,11229,10908,16641,14200,7205,101986,13686
2020-08-18,BA,17384,11599,11249,16611,14587,7219,104779,13711
2020-08-19,BA,17411,11981,11601,16581,14977,7231,107590,13736
2020-08-20,BA,17438,12375,11964,16551,15369,7244,110415,13759
2020-08-21,BA,17465,12781,12338,16521,15761,7255,113249,13781
2020-08-22,BA,17491,13201,12724,16491,16155,7267,116088,13803
2020-08-23,BA,17518,13634,13122,16460,16548,7277,118927,13824
2020-08-24,BA,17543,14081,13531,16430,16940,7288,121760,13844
2020-08-25,BA,17569,14543,13953,16399,17330,7298,124583,13863
2020-08-26,BA,17594,15019,14388,16368,17719,7307,127389,13881
2020-08-27,BA,17619,15510,14836,16337,18103,7316,130172,13898
2020-08-28,BA,17643,16016,15298,16306,18484,7324,132928,13914
2020-08-29,BA,17668,16539,15774,16275,18860,7332,135649,13929
2020-08-30,BA,17692,17078,16265,16243,19230,7340,138329,13943
2020-08-31,BA,17715,17634,16770,16212,19593,7347,140962,13957
2020-09-01,BA,17739,18207,17290,16180,19949,7353,143542,13969
2020-09-02,BA,17762,18798,17827,16148,20296,7359,146062,13980
2020-09-03,BA,17784,19408,18379,16116,20634,7364,148515,13991
2020-09-04,BA,17807,20037,18948,16084,20961,7369,150895,14000
2020-09-05,BA,17829,20685,19534,16052,21277,7374,153195,14009
2020-09-06,BA,17850,21353,20138,16020,21581,7378,155410,14017
2020-09-07,BA,17872,22042,20760,15988,21872,7381,157532,14023
2020-09-08,BA,17893,22752,21400,15955,22150,7384,159555,14029
2020-09-09,BA,17914,23484,22059,15923,22412,7386,161473,14034
2020-09-10,BA,17934,24239,22738,15890,22659,7388,163282,14038
2020-09-11,BA,17954,25016,23437,15857,22890,7390,164974,14040
2020-09-12,BA,17974,25817,24157,15824,23104,7390,166545,14042
2020-09-13,BA,17993,26642,24898,15791,23300,7391,167990,14043
2020-09-14,BA,18013,27492,25661,15758,23478,7391,169305,14043
2020-09-15,BA,18031,28367,26446,15724,23637,7390,170484,14042
2020-09-16,BA,18050,29268,27255,15691,23777,7389,171526,14040
2020-09-17,BA,18068,30197,28087,15658,23897,7387,172425,14037
2020-09-18,BA,18086,31153,28943,15624,23997,7385,173179,14033
2020-09-19,BA,18103,32137,29824,15590,24076,7382,173787,14028
2020-09-20,BA,18120,33150,30730,15556,24135,7379,174245,14022
2020-09-21,BA,18137,34192,31663,15523,24173,7375,174553,14015
2020-09-22,BA,18153,35265,32622,15489,24190,7371,174710,14008
2020-09-23,BA,18169,36369,33609,15454,24185,7367,174715,13999
2020-09-24,BA,18185,37505,34625,15420,24160,7361,174569,13989
2020-09-25,BA,18200,38673,35669,15386,24114,7356,174272,13978
2020-09-26,BA,18215,39874,36743,15352,24048,7349,173826,13967
2020-09-27,BA,18230,41110,37847,15317,23960,7343,173232,13954
2020-09-28,BA,18244,42380,38982,15283,23853,7336,172492,13941
2020-09-29,BA,18258,43685,40149,15248,23726,7328,171610,13926
2020-09-30,BA,18272,45027,41349,15213,23580,7320,170588,13911
2020-10-01,BA,18285,46405,42582,15178,23415,7311,169430,13895
2020-10-02,BA,18298,47822,43849,15144,23232,7302,168140,13878
2020-10-03,BA,18310,49276,45151,15109,23031,7292,166723,13860
2020-10-04,BA,18323,50770,46489,15073,22814,7282,165182,13841
2020-10-05,BA,18334,52304,47863,15038,22580,7272,163524,13821
2020-10-06,BA,18346,53878,49275,15003,22331,7261,161753,13800
2020-10-07,BA,18357,55493,50724,14968,22067,7249,159874,13778
2020-10-08,BA,18368,57151,52213,14932,21790,7237,157895,13755
2020-10-09,BA,18378,58851,53741,14897,21499,7225,155820,13732
2020-10-10,BA,18388,60594,55310,14861,21196,7212,153656,13707
2020-10-11,BA,18398,62382,56920,14826,20882,7198,151409,13682
2020-10-12,BA,18407,64214,58572,14790,20557,7184,149085,13656
2020-10-13,BA,18416,66091,60267,14754,20223,7170,146691,13629
2020-10-14,BA,18424,68014,62006,14719,19881,7155,144233,13601
2020-10-15,BA,18433,69983,63790,14683,19530,7140,141717,13573
2020-10-16,BA,18440,71999,65618,14647,19173,7125,139149,13543
2020-10-17,BA,18448,74062,67494,14611,18809,7109,136536,13513
2020-10-18,BA,18455,76173,69416,14575,18440,7092,133885,13481
2020-10-19,BA,18462,78332,71386,14539,18067,7075,131199,13450
2020-10-20,BA,18468,80539,73404,14502,17690,7058,128487,13417
2020-10-21,BA,18474,82796,75471,14466,17311,7040,125752,13383
2020-10-22,BA,18480,85101,77589,14430,16929,7022,123002,13349
2020-10-23,BA,18485,87455,79757,14393,16546,7003,120240,13314
2020-10-24,BA,18490,89859,81977,14357,16163,6984,117473,13278
2020-10-25,BA,18494,92312,84249,14320,15779,6965,114705,13241
2020-10-26,BA,18498,94815,86573,14284,15397,6945,111940,13204
2020-10-27,BA,18502,97366,88951,14247,15015,6925,109183,13165
2020-10-28,BA,18506,99967,91382,14211,14635,6904,106439,13126
2020-10-29,BA,18509,102617,93868,14174,14258,6884,103710,13087
2020-10-30,BA,18511,105316,96409,14137,13884,6862,101002,13047
2020-10-31,BA,18513,108063,99006,14100,13512,6841,98316,13005
2020-11-01,BA,18515,110857,101658,14064,13145,6819,95657,12964
2020-11-02,BA,18517,113699,104366,14027,12782,6796,93028,12921
2020-11-03,BA,18518,116587,107131,13990,12423,6773,90430,12878
2020-11-04,BA,18519,119521,109952,13953,12070,6750,87868,12834
2020-11-05,BA,18519,122500,112831,13916,11721,6727,85342,12790
2020-11-06,BA,18519,125522,115766,13879,11378,6703,82854,12745
2020-11-07,BA,18519,128587,118759,13842,11041,6679,80408,12699
2020-11-08,BA,18518,131694,121808,13805,10710,6655,78004,12653
2020-11-09,BA,18517,134841,124915,13767,10384,6630,75644,12606
2020-11-10,BA,18516,138026,128079,13730,10065,6605,73329,12559
2020-11-11,BA,18514,141248,131299,13693,9753,6579,71059,12511
2020-11-12,BA,18512,144505,134576,13656,9447,6554,68837,12462
2020-11-13,BA,18509,147795,137909,13618,9147,6528,66663,12413
2020-11-14,BA,18506,151117,141296,13581,8855,6501,64536,12363
2020-11-15,BA,18503,154468,144739,13544,8569,6475,62459,12313
2020-11-16,BA,18499,157846,148236,13506,8290,6448,60430,12262
2020-11-17,BA,18495,161248,151786,13469,8017,6421,58450,12210
2020-11-18,BA,18491,164671,155388,13432,7752,6394,56520,12159
2020-11-19,BA,18486,168114,159042,13394,7493,6366,54638,12106
2020-11-20,BA,18481,171573,162745,13357,7241,6338,52806,12053
2020-11-21,BA,18475,175045,166497,13319,6996,6310,51022,12000
2020-11-22,BA,18469,178528,170297,13282,6757,6282,49287,11946
2020-11-23,BA,18463,182017,174142,13244,6526,6253,47599,11892
2020-11-24,BA,18457,185510,178031,13207,6300,6224,45959,11837
2020-11-25,BA,18450,189002,181962,13169,6081,6195,44366,11782
2020-11-26,BA,18442,192491,185933,13131,5869,6166,42819,11727
2020-11-27,BA,18434,195972,189942,13094,5663,6137,41317,11671
2020-11-28,BA,18426,199442,193987,13056,5463,6107,39861,11614
2020-11-29,BA,18418,202897,198066,13018,5269,6077,38448,11558
2020-11-30,BA,18409,206332,202174,12981,5081,6047,37079,11501
2020-12-01,BA,18400,209744,206311,12943,4899,6017,35752,11443
2020-12-02,BA,18390,213128,210473,12905,4722,5986,34467,11386
2020-12-03,BA,18381,216480,214657,12868,4552,5956,33222,11327
2020-12-04,BA,18370,219796,218860,12830,4386,5925,32018,11269
2020-12-05,BA,18360,223071,223079,12792,4227,5894,30852,11210
2020-12-06,BA,18349,226300,227309,12755,4072,5863,29725,11151
2020-12-07,BA,18337,229480,231548,12717,3922,5832,28635,11092
2020-12-08,BA,18326,232606,235792,12679,3778,5800,27581,11032
2020-12-09,BA,18314,235673,240036,12642,3638,5769,26562,10972
2020-12-10,BA,18301,238676,244277,12604,3503,5737,25578,10912
2020-12-11,BA,18289,241612,248510,12566,3373,5705,24627,10852
2020-12-12,BA,18275,244476,252732,12528,3247,5673,23709,10791
2020-12-13,BA,18262,247263,256937,12491,3125,5641,22823,10731
2020-12-14,BA,18248,249969,261122,12453,3008,5609,21967,10670
2020-12-15,BA,18234,252591,265281,12415,2895,5577,21141,10608
2020-12-16,BA,18220,255123,269410,12378,2786,5544,20344,10547
2020-12-17,BA,18205,257561,273503,12340,2680,5512,19575,10485
2020-12-18,BA,18190,259903,277557,12302,2579,5479,18834,10423
2020-12-19,BA,18174,262143,281566,12265,2481,5447,18119,10361
2020-12-20,BA,18158,264279,285525,12227,2386,5414,17430,10299
2020-12-21,BA,18142,266307,289428,12189,2295,5381,16765,10237
2020-12-22,BA,18125,268223,293272,12152,2208,5349,16125,10175
2020-12-23,BA,18109,270025,297050,12114,2123,5316,15508,10112
2020-12-24,BA,18091,271709,300757,12076,2042,5283,14913,10050
2020-12-25,BA,18074,273272,304389,12039,1963,5250,14341,9987
2020-12-26,BA,18056,274713,307939,12001,1888,5217,13789,9924
2020-12-27,BA,18038,276029,311404,11964,1815,5184,13258,9861
2020-12-28,BA,18019,277217,314778,11926,1745,5150,12746,9798
2020-12-29,BA,18000,278277,318055,11888,1677,5117,12253,9735
2020-12-30,BA,17981,279206,321231,11851,1612,5084,11779,9672
2020-12-31,BA,17962,280003,324302,11813,1550,5051,11322,9609
2020-03-13,AM,4,50,50,32,50,28,50,37
2020-03-14,AM,5,52,58,31,39,23,59,33
2020-03-15,AM,6,53,64,33,33,20,79,33
2020-03-16,AM,7,55,68,35,30,19,101,34
2020-03-17,AM,8,57,71,39,29,18,122,36
2020-03-18,AM,9,59,74,43,28,18,142,39
2020-03-19,AM,10,61,77,48,28,19,160,42
2020-03-20,AM,12,63,80,54,29,19,176,45
2020-03-21,AM,13,65,83,60,30,20,192,48
2020-03-22,AM,15,67,85,68,31,21,207,51
2020-03-23,AM,18,70,88,76,33,22,222,55
2020-03-24,AM,20,72,91,85,34,24,236,59
2020-03-25,AM,23,75,94,96,36,25,251,63
2020-03-26,AM,26,77,97,108,38,27,267,67
2020-03-27,AM,30,80,100,121,40,28,283,71
2020-03-28,AM,35,82,103,136,42,31,299,77
2020-03-29,AM,40,85,106,153,45,34,316,85
2020-03-30,AM,46,88,109,172,47,38,335,95
2020-03-31,AM,52,91,113,193,50,43,354,107
2020-04-01,AM,60,94,116,217,52,48,374,121
2020-04-02,AM,69,97,120,243,55,55,395,137
2020-04-03,AM,79,101,123,274,58,62,417,155
2020-04-04,AM,90,104,127,307,62,70,441,176
2020-04-05,AM,103,108,131,345,65,79,465,199
2020-04-06,AM,118,111,135,387,69,90,491,225
2020-04-07,AM,135,115,140,428,73,102,519,255
2020-04-08,AM,155,119,144,466,77,115,548,289
2020-04-09,AM,178,123,148,503,81,130,579,327
2020-04-10,AM,204,127,153,542,86,148,612,370
2020-04-11,AM,233,131,158,582,90,167,646,419
2020-04-12,AM,267,136,163,624,95,189,682,474
2020-04-13,AM,306,141,168,668,101,214,720,537
2020-04-14,AM,351,145,173,715,106,243,761,608
2020-04-15,AM,402,150,178,766,112,275,803,688
2020-04-16,AM,461,155,184,820,119,311,848,779
2020-04-17,AM,528,161,190,877,125,352,896,881
2020-04-18,AM,594,166,195,938,132,398,946,998
2020-04-19,AM,655,172,202,1004,140,451,999,1129
2020-04-20,AM,723,177,208,1074,148,510,1055,1278
2020-04-21,AM,797,183,214,1149,156,578,1114,1447
2020-04-22,AM,880,190,221,1230,165,654,1176,1638
2020-04-23,AM,971,196,228,1316,174,740,1242,1853
2020-04-24,AM,1071,203,235,1408,183,837,1311,2097
2020-04-25,AM,1181,210,242,1506,194,947,1384,2373
2020-04-26,AM,1303,217,250,1611,205,1072,1462,2685
2020-04-27,AM,1437,224,257,1724,216,1213,1543,3038
2020-04-28,AM,1586,232,265,1844,228,1372,1629,3436
2020-04-29,AM,1749,239,274,1973,241,1551,1720,3886
2020-04-30,AM,1929,247,282,2110,254,1755,1816,4395
2020-05-01,AM,2128,256,291,2258,268,1984,1917,4970
2020-05-02,AM,2348,265,300,2415,283,2243,2023,5618
2020-05-03,AM,2589,273,309,2583,299,2535,2135,6350
2020-05-04,AM,2856,283,319,2764,315,2797,2254,7010
2020-05-05,AM,3150,292,329,2956,333,2961,2379,7432
2020-05-06,AM,3474,302,339,3162,351,3065,2510,7705
2020-05-07,AM,3831,312,350,3383,371,3133,2649,7886
2020-05-08,AM,4225,323,361,3618,391,3178,2796,8008
2020-05-09,AM,4659,334,372,3870,413,3209,2950,8095
2020-05-10,AM,5138,345,383,4139,435,3232,3113,8159
2020-05-11,AM,5665,357,395,4427,459,3249,3284,8209
2020-05-12,AM,6246,369,407,4735,485,3263,3464,8249
2020-05-13,AM,6886,381,420,5064,511,3275,3655,8282
2020-05-14,AM,7591,394,433,5416,539,3286,3855,8312
2020-05-15,AM,8367,408,447,5792,569,3296,4066,8339
2020-05-16,AM,9222,421,460,6194,600,3305,4288,8363
2020-05-17,AM,10163,436,475,6623,633,3313,4522,8386
2020-05-18,AM,10430,450,490,7082,667,3321,4769,8407
2020-05-19,AM,10395,466,505,7572,703,3329,5028,8427
2020-05-20,AM,10360,481,520,8096,741,3336,5301,8446
2020-05-21,AM,10324,498,537,8549,782,3343,5588,8465
2020-05-22,AM,10288,515,553,8841,824,3350,5890,8482
2020-05-23,AM,10252,532,570,9024,868,3356,6207,8498
2020-05-24,AM,10216,550,588,9134,915,3362,6540,8513
2020-05-25,AM,10179,568,606,9195,964,3368,6891,8528
2020-05-26,AM,10142,588,625,9223,1015,3373,7259,8542
2020-05-27,AM,10105,607,645,9228,1069,3378,7646,8554
2020-05-28,AM,10068,628,665,9219,1126,3383,8053,8566
2020-05-29,AM,10031,649,685,9199,1186,3387,8479,8577
2020-05-30,AM,9994,671,706,9173,1248,3391,8926,8587
2020-05-31,AM,9956,694,728,9142,1314,3395,9396,8596
2020-06-01,AM,9918,717,751,9107,1383,3398,9888,8605
2020-06-02,AM,9880,741,774,9071,1455,3401,10403,8612
2020-06-03,AM,9842,766,798,9033,1530,3403,10944,8619
2020-06-04,AM,9803,792,823,8995,1609,3406,11509,8625
2020-06-05,AM,9765,819,848,8955,1692,3408,12101,8629
2020-06-06,AM,9726,847,875,8915,1778,3409,12720,8633
2020-06-07,AM,9687,875,902,8875,1869,3410,13368,8636
2020-06-08,AM,9648,905,930,8835,1963,3411,14044,8638
2020-06-09,AM,9609,935,958,8794,2062,3411,14751,8640
2020-06-10,AM,9570,967,988,8754,2165,3412,15488,8640
2020-06-11,AM,9530,999,1019,8713,2272,3411,16257,8640
2020-06-12,AM,9491,1033,1050,8672,2384,3411,17059,8638
2020-06-13,AM,9451,1067,1083,8632,2501,3410,17893,8636
2020-06-14,AM,9411,1103,1116,8591,2622,3408,18762,8633
2020-06-15,AM,9371,1141,1151,8550,2748,3407,19665,8628
2020-06-16,AM,9331,1179,1186,8509,2879,3405,20603,8623
2020-06-17,AM,9291,1219,1223,8468,3015,3402,21577,8617
2020-06-18,AM,9251,1259,1261,8428,3156,3400,22587,8611
2020-06-19,AM,9211,1302,1300,8387,3302,3397,23634,8603
2020-06-20,AM,9170,1346,1340,8346,3453,3393,24717,8595
2020-06-21,AM,9130,1391,1381,8305,3609,3389,25836,8585
2020-06-22,AM,9089,1437,1424,8264,3770,3385,26992,8575
2020-06-23,AM,9048,1486,1468,8223,3936,3381,28184,8564
2020-06-24,AM,9007,1536,1513,8183,4107,3376,29412,8552
2020-06-25,AM,8967,1587,1560,8142,4283,3371,30675,8539
2020-06-26,AM,8926,1640,1608,8101,4464,3365,31972,8525
2020-06-27,AM,8885,1695,1658,8061,4649,3360,33302,8511
2020-06-28,AM,8843,1752,1709,8020,4838,3354,34664,8495
2020-06-29,AM,8802,1811,1762,7979,5032,3347,36057,8479
2020-06-30,AM,8761,1871,1816,7939,5230,3340,37478,8462
2020-07-01,AM,8720,1934,1872,7898,5431,3333,38926,8444
2020-07-02,AM,8679,1999,1930,7858,5636,3326,40398,8425
2020-07-03,AM,8637,2065,1989,7817,5843,3318,41891,8406
2020-07-04,AM,8596,2134,2050,7777,6053,3310,43403,8386
2020-07-05,AM,8554,2206,2113,7736,6265,3302,44931,8365
2020-07-06,AM,8513,2279,2178,7696,6479,3293,46470,8343
2020-07-07,AM,8471,2355,2245,7656,6694,3284,48017,8320
2020-07-08,AM,8430,2434,2314,7616,6909,3275,49568,8297
2020-07-09,AM,8388,2515,2386,7575,7123,3265,51119,8273
2020-07-10,AM,8347,2599,2459,7535,7337,3255,52664,8248
2020-07-11,AM,8305,2685,2534,7495,7550,3245,54200,8222
2020-07-12,AM,8264,2775,2612,7455,7760,3235,55720,8196
2020-07-13,AM,8222,2867,2692,7415,7967,3224,57220,8169
2020-07-14,AM,8180,2962,2775,7375,8171,3213,58693,8141
2020-07-15,AM,8139,3061,2860,7336,8370,3202,60135,8113
2020-07-16,AM,8097,3162,2947,7296,8563,3190,61539,8084
2020-07-17,AM,8055,3267,3038,7256,8750,3179,62901,8054
2020-07-18,AM,8014,3375,3130,7217,8931,3167,64213,8024
2020-07-19,AM,7972,3487,3226,7177,9103,3154,65470,7993
2020-07-20,AM,7931,3602,3325,7138,9267,3142,66666,7961
2020-07-21,AM,7889,3721,3426,7098,9422,3129,67797,7929
2020-07-22,AM,7847,3844,3531,7059,9567,3116,68856,7896
2020-07-23,AM,7806,3971,3639,7020,9700,3103,69838,7862
2020-07-24,AM,7764,4102,3750,6981,9823,3089,70738,7828
2020-07-25,AM,7723,4237,3864,6942,9933,3075,71553,7793
2020-07-26,AM,7681,4376,3982,6903,10031,3061,72277,7758
2020-07-27,AM,7640,4520,4103,6864,10115,3047,72907,7722
2020-07-28,AM,7599,4668,4228,6825,10186,3033,73440,7686
2020-07-29,AM,7557,4822,4356,6787,10243,3018,73874,7649
2020-07-30,AM,7516,4979,4488,6748,10286,3004,74205,7612
2020-07-31,AM,7475,5142,4625,6710,10314,2989,74433,7574
2020-08-01,AM,7434,5310,4765,6671,10328,2973,74556,7536
2020-08-02,AM,7392,5484,4909,6633,10327,2958,74574,7497
2020-08-03,AM,7351,5662,5058,6595,10311,2943,74487,7457
2020-08-04,AM,7310,5847,5211,6557,10281,2927,74296,7418
2020-08-05,AM,7269,6037,5368,6519,10237,2911,74002,7378
2020-08-06,AM,7228,6233,5530,6481,10179,2895,73606,7337
2020-08-07,AM,7187,6435,5697,6444,10108,2879,73113,7296
2020-08-08,AM,7147,6643,5869,6406,10023,2862,72523,7255
2020-08-09,AM,7106,6858,6045,6368,9925,2846,71841,7213
2020-08-10,AM,7065,7079,6227,6331,9815,2829,71070,7171
2020-08-11,AM,7025,7307,6414,6294,9694,2812,70215,7128
2020-08-12,AM,6984,7542,6606,6257,9562,2795,69280,7085
2020-08-13,AM,6944,7784,6804,6220,9419,2778,68269,7042
2020-08-14,AM,6903,8033,7008,6183,9267,2761,67189,6999
2020-08-15,AM,6863,8290,7218,6146,9106,2744,66044,6955
2020-08-16,AM,6823,8554,7433,6109,8937,2726,64840,6911
2020-08-17,AM,6783,8827,7655,6073,8761,2709,63582,6866
2020-08-18,AM,6743,9107,7883,6036,8578,2691,62276,6822
2020-08-19,AM,6703,9396,8117,6000,8390,2674,60927,6777
2020-08-20,AM,6663,9693,8358,5964,8196,2656,59541,6732
2020-08-21,AM,6623,9999,8606,5927,7998,2638,58123,6686
2020-08-22,AM,6584,10314,8861,5891,7797,2620,56679,6641
2020-08-23,AM,6544,10637,9123,5856,7593,2602,55214,6595
2020-08-24,AM,6505,10971,9392,5820,7388,2583,53733,6549
2020-08-25,AM,6466,11313,9668,5784,7180,2565,52240,6503
2020-08-26,AM,6426,11666,9953,5749,6972,2547,50741,6456
2020-08-27,AM,6387,12028,10245,5714,6764,2529,49240,6410
2020-08-28,AM,6348,12401,10545,5678,6556,2510,47740,6363
2020-08-29,AM,6309,12783,10854,5643,6349,2492,46246,6317
2020-08-30,AM,6271,13177,11171,5608,6144,2473,44762,6270
2020-08-31,AM,6232,13581,11496,5574,5940,2455,43290,6223
2020-09-01,AM,6193,13996,11831,5539,5739,2436,41834,6176
2020-09-02,AM,6155,14423,12174,5504,5540,2417,40396,6128
2020-09-03,AM,6117,14861,12526,5470,5345,2399,38979,6081
2020-09-04,AM,6079,15310,12888,5436,5153,2380,37586,6034
2020-09-05,AM,6040,15772,13260,5401,4964,2361,36218,5986
2020-09-06,AM,6003,16245,13641,5367,4779,2343,34877,5939
2020-09-07,AM,5965,16731,14032,5334,4598,2324,33565,5892
2020-09-08,AM,5927,17229,14434,5300,4422,2305,32282,5844
2020-09-09,AM,5889,17739,14846,5266,4250,2286,31031,5797
2020-09-10,AM,5852,18263,15268,5233,4082,2268,29812,5749
2020-09-11,AM,5815,18799,15701,5200,3919,2249,28625,5702
2020-09-12,AM,5778,19348,16146,5166,3760,2230,27471,5654
2020-09-13,AM,5740,19911,16601,5133,3606,2211,26351,5607
2020-09-14,AM,5704,20487,17068,5100,3457,2193,25264,5559
2020-09-15,AM,5667,21076,17547,5068,3312,2174,24212,5512
2020-09-16,AM,5630,21680,18037,5035,3172,2155,23193,5464
2020-09-17,AM,5594,22297,18540,5003,3037,2137,22208,5417
2020-09-18,AM,5557,22927,19054,4970,2907,2118,21256,5370
2020-09-19,AM,5521,23572,19582,4938,2781,2099,20338,5323
2020-09-20,AM,5485,24231,20121,4906,2659,2081,19452,5276
2020-09-21,AM,5449,24903,20674,4874,2542,2062,18598,5229
2020-09-22,AM,5413,25590,21239,4843,2429,2044,17775,5182
2020-09-23,AM,5378,26291,21818,4811,2321,2025,16984,5135
2020-09-24,AM,5342,27006,22410,4779,2217,2007,16223,5089
2020-09-25,AM,5307,27735,23015,4748,2117,1988,15492,5042
2020-09-26,AM,5271,28478,23634,4717,2020,1970,14789,4996
2020-09-27,AM,5236,29235,24267,4686,1928,1952,14115,4949
2020-09-28,AM,5201,30005,24914,4655,1839,1934,13468,4903
2020-09-29,AM,5167,30790,25574,4624,1755,1916,12847,4857
2020-09-30,AM,5132,31587,26249,4594,1673,1898,12252,4812
2020-10-01,AM,5097,32399,26938,4563,1595,1880,11683,4766
2020-10-02,AM,5063,33223,27642,4533,1521,1862,11137,4721
2020-10-03,AM,5029,34060,28360,4503,1449,1844,10615,4675
2020-10-04,AM,4995,34910,29093,4473,1381,1826,10115,4630
2020-10-05,AM,4961,35772,29840,4443,1316,1808,9638,4585
2020-10-06,AM,4927,36647,30602,4413,1253,1791,9181,4541
2020-10-07,AM,4894,37532,31378,4384,1193,1773,8744,4496
2020-10-08,AM,4860,38429,32169,4354,1136,1755,8327,4452
2020-10-09,AM,4827,39337,32975,4325,1082,1738,7928,4408
2020-10-10,AM,4794,40255,33796,4296,1030,1721,7548,4364
2020-10-11,AM,4761,41183,34631,4267,980,1704,7185,4320
2020-10-12,AM,4728,42120,35480,4238,933,1686,6838,4277
2020-10-13,AM,4695,43065,36344,4210,888,1669,6508,4233
2020-10-14,AM,4663,44019,37222,4181,845,1652,6192,4190
2020-10-15,AM,4631,44979,38115,4153,804,1635,5892,4148
2020-10-16,AM,4598,45946,39021,4124,765,1619,5605,4105
2020-10-17,AM,4566,46919,39942,4096,727,1602,5332,4063
2020-10-18,AM,4535,47897,40876,4068,692,1585,5071,4021
2020-10-19,AM,4503,48879,41823,4041,658,1569,4823,3979
2020-10-20,AM,4471,49865,42784,4013,626,1553,4587,3937
2020-10-21,AM,4440,50852,43757,3985,595,1536,4361,3896
2020-10-22,AM,4409,51841,44743,3958,566,1520,4147,3855
2020-10-23,AM,4378,52831,45741,3931,538,1504,3943,3814
2020-10-24,AM,4347,53819,46751,3904,511,1488,3748,3774
2020-10-25,AM,4316,54806,47771,3877,486,1472,3563,3734
2020-10-26,AM,4285,55791,48803,3850,462,1456,3387,3694
2020-10-27,AM,4255,56771,49845,3823,439,1441,3220,3654
2020-10-28,AM,4225,57746,50897,3797,417,1425,3060,3615
2020-10-29,AM,4194,58715,51958,3771,397,1410,2908,3575
2020-10-30,AM,4164,59676,53028,3744,377,1394,2764,3536
2020-10-31,AM,4135,60629,54106,3718,358,1379,2627,3498
2020-11-01,AM,4105,61572,55191,3692,340,1364,2496,3460
2020-11-02,AM,4076,62503,56283,3667,323,1349,2372,3422
2020-11-03,AM,4046,63423,57380,3641,307,1334,2254,3384
2020-11-04,AM,4017,64328,58482,3616,292,1319,2141,3346
2020-11-05,AM,3988,65218,59589,3590,277,1305,2034,3309
2020-11-06,AM,3959,66092,60699,3565,264,1290,1933,3272
2020-11-07,AM,3931,66948,61812,3540,250,1276,1836,3236
2020-11-08,AM,3902,67786,62925,3515,238,1261,1744,3199
2020-11-09,AM,3874,68603,64040,3490,226,1247,1657,3163
2020-11-10,AM,3845,69399,65154,3466,215,1233,1574,3128
2020-11-11,AM,3817,70172,66266,3441,204,1219,1495,3092
2020-11-12,AM,3790,70921,67376,3417,194,1205,1421,3057
2020-11-13,AM,3762,71645,68482,3393,184,1191,1349,3022
2020-11-14,AM,3734,72343,69583,3369,175,1178,1282,2988
2020-11-15,AM,3707,73013,70679,3345,166,1164,1217,2953
2020-11-16,AM,3680,73655,71767,3321,158,1151,1156,2919
2020-11-17,AM,3652,74267,72847,3297,150,1138,1098,2886
2020-11-18,AM,3626,74849,73917,3274,142,1124,1043,2852
2020-11-19,AM,3599,75399,74976,3251,135,1111,991,2819
2020-11-20,AM,3572,75917,76023,3227,128,1098,941,2786
2020-11-21,AM,3546,76401,77057,3204,122,1086,894,2754
2020-11-22,AM,3519,76851,78076,3181,116,1073,849,2722
2020-11-23,AM,3493,77267,79080,3159,110,1060,806,2690
2020-11-24,AM,3467,77647,80065,3136,104,1048,765,2658
2020-11-25,AM,3441,77991,81033,3113,99,1035,727,2627
2020-11-26,AM,3416,78298,81980,3091,94,1023,690,2596
2020-11-27,AM,3390,78568,82907,3069,89,1011,655,2565
2020-11-28,AM,3365,78800,83811,3047,85,999,622,2534
2020-11-29,AM,3340,78995,84691,3025,81,987,591,2504
2020-11-30,AM,3314,79152,85546,3003,77,975,561,2474
2020-12-01,AM,3290,79270,86375,2981,73,964,533,2445
2020-12-02,AM,3265,79350,87177,2959,69,952,506,2415
2020-12-03,AM,3240,79392,87950,2938,66,941,481,2386
2020-12-04,AM,3216,79395,88693,2917,62,929,456,2357
2020-12-05,AM,3191,79360,89405,2895,59,918,433,2329
2020-12-06,AM,3167,79287,90086,2874,56,907,412,2301
2020-12-07,AM,3143,79176,90733,2853,53,896,391,2273
2020-12-08,AM,3119,79028,91346,2833,51,885,371,2245
2020-12-09,AM,3096,78843,91925,2812,48,874,352,2218
2020-12-10,AM,3072,78621,92467,2791,46,864,335,2191
2020-12-11,AM,3049,78363,92973,2771,43,853,318,2164
2020-12-12,AM,3026,78070,93442,2751,41,843,302,2137
2020-12-13,AM,3002,77742,93872,2731,39,832,286,2111
2020-12-14,AM,2979,77381,94263,2711,37,822,272,2085
2020-12-15,AM,2957,76985,94615,2691,35,812,258,2059
2020-12-16,AM,2934,76558,94926,2671,33,802,245,2034
2020-12-17,AM,2912,76099,95197,2651,32,792,233,2009
2020-12-18,AM,2889,75609,95428,2632,30,782,221,1984
2020-12-19,AM,2867,75089,95617,2612,29,772,210,1959
2020-12-20,AM,2845,74541,95764,2593,27,763,199,1935
2020-12-21,AM,2823,73965,95870,2574,26,753,189,1911
2020-12-22,AM,2801,73362,95934,2555,25,744,180,1887
