day,state,suscetivel,exposto,infectado,recuperado
2020-04-26,AM,0.9983849158144841,0.00047327769759109603,0.00040953185266778423,0.000735130787267654
2020-04-27,AM,0.9982726419293931,0.0005027719682440918,0.00043508647691164483,0.0007923557774616907
2020-04-28,AM,0.9981533785668445,0.0005340984416201439,0.0004622288515990189,0.000853150291946963
2020-04-29,AM,0.9980266914690513,0.0005673699992618574,0.0004910576770148505,0.0009177370066825725
2020-04-30,AM,0.9978921219735385,0.0006027057265055099,0.0005216771956588642,0.0009863512563077542
2020-05-01,AM,0.9977491811238364,0.0006402329122134327,0.0005541980925081237,0.0010592440234526248
2020-05-02,AM,0.997597350538203,0.0006800859953535736,0.0005887380513430828,0.0011366815671109355
2020-05-03,AM,0.9974360831017559,0.0007224063546042881,0.0006254216263881211,0.0012189450692622185
2020-05-04,AM,0.9972647986035087,0.0007673440737207606,0.0006643805920498287,0.001306332882731142
2020-05-05,AM,0.9970828770355183,0.000815059619828762,0.0007057553949357184,0.0013991641017275954
2020-05-06,AM,0.996889666091029,0.0008657217153296023,0.0007496937466080422,0.0014977745990437923
2020-05-07,AM,0.9966844682653063,0.0009195109022585008,0.0007963530915492976,0.001602523892896366
2020-05-08,AM,0.9964665484793761,0.0009766174328739482,0.0008458991565569527,0.0017137910832035028
2020-05-09,AM,0.9962351247282162,0.001037242948452032,0.0008985085855135531,0.0018319798898288008
2020-05-10,AM,0.9959893686263029,0.001101600466582875,0.0009543687055112333,0.001957518353613492
2020-05-11,AM,0.9957284047992294,0.0011699148128769042,0.001013677355602246,0.0020908591843019205
2020-05-12,AM,0.9954512999720878,0.001242425078520097,0.0010766454298475738,0.0022324856715550453
2020-05-13,AM,0.9951570731136798,0.0013193822926464665,0.0011434945546969872,0.002382906190987223
2020-05-14,AM,0.9948446746679411,0.0014010550343813376,0.001214460897521392,0.0025426655521667003
2020-05-15,AM,0.9945130027571829,0.0014877249145642906,0.0012897923453834364,0.002712336134879893
2020-05-16,AM,0.9941608838004533,0.0015796909428319986,0.0013697527762769795,0.0028925286324481495
2020-05-17,AM,0.9937870761848671,0.0016772687656250404,0.001454621193764895,0.003083890007753491
2020-05-18,AM,0.9933902709628828,0.0017807907376890045,0.001544691376006338,0.003287103075432278
2020-05-19,AM,0.9929690809168638,0.0018906076919066137,0.0016402747300051858,0.0035028928132348675
2020-05-20,AM,0.992522034557306,0.0020070900993921486,0.0017417017157129056,0.00373202977959938
2020-05-21,AM,0.9920475741867132,0.0021306293032773973,0.0018493217229209105,0.003975330939098941
2020-05-22,AM,0.9915440526694492,0.0022616371275655054,0.0019635045678742776,0.004233661787121442
2020-05-23,AM,0.9911818539523447,0.0022368769900061795,0.0020764135756723154,0.0045077116339870835
2020-05-24,AM,0.9909178499483711,0.002130748956458344,0.0021591575573029964,0.004795099689877867
2020-05-25,AM,0.9906452708688999,0.0020490243168631893,0.0022166582469840355,0.005091902719263278
2020-05-26,AM,0.9903668326938059,0.001985414595617879,0.002255438997473449,0.005395169865112986
2020-05-27,AM,0.9900845540183693,0.0019352418066404167,0.0022803533043207675,0.0057027070226797864
2020-05-28,AM,0.9897999285067731,0.0018950402014977826,0.002294997637891608,0.006012889805847759
2020-05-29,AM,0.9895140564440357,0.0018622524613150387,0.0023020263999466374,0.006324520846712904
2020-05-30,AM,0.9892277612630268,0.0018349605760137173,0.0023034309432709696,0.006636703369698848
2020-05-31,AM,0.9889416504696,0.001811745180652458,0.002300685378087999,0.0069487751236698685
2020-06-01,AM,0.9886561635432548,0.0017915749325609059,0.002294861269231606,0.007260256406963027
2020-06-02,AM,0.9883716277915098,0.0017736774774696875,0.0022867614692437437,0.007570789413787106
2020-06-03,AM,0.9880882900745004,0.0017574661672970393,0.0022769961353037264,0.007880103774909154
2020-06-04,AM,0.9878063255380845,0.0017425199325748796,0.0022660035544788213,0.0081880071268722
2020-06-05,AM,0.9875258632736402,0.0017285239803008885,0.0022541116899323205,0.008494357208136813
2020-06-06,AM,0.9872469984710918,0.0017152417176487247,0.002241567312484729,0.008799048650785086
2020-06-07,AM,0.9869697991349421,0.0017024992455459621,0.00222855208085273,0.009102005690669622
2020-06-08,AM,0.9866943131511562,0.001690169031158947,0.002215199486745675,0.009403174482949557
2020-06-09,AM,0.9864205744632343,0.0016781556384753073,0.002201609664181591,0.009702516386119213
2020-06-10,AM,0.9861486062116921,0.0016663884704711514,0.002187856931319596,0.010000004538527675
2020-06-11,AM,0.9858784235186481,0.0016548153408602747,0.002173996457668189,0.010295620834833947
2020-06-12,AM,0.9856100354223217,0.0016433980043441463,0.0021600689063601105,0.010589353818984447
2020-06-13,AM,0.9853434475051426,0.0016321060972934922,0.002146106730271143,0.010881195819303177
2020-06-14,AM,0.9850786602669468,0.0016209208432068456,0.002132130309028659,0.011171144732828153
2020-06-15,AM,0.9848156735862094,0.0016098248500381147,0.002118158571269148,0.011459199144493764
2020-06-16,AM,0.9845544843727158,0.0015988074371629877,0.002104203438894753,0.011745360903236905
2020-06-17,AM,0.9842950886725762,0.001587859846921682,0.002090274819454685,0.01202963281305786
2020-06-18,AM,0.9840374815470407,0.0015769754686237004,0.00207638036023208,0.012312018776114028
2020-06-19,AM,0.9837816571793775,0.001566149639502679,0.0020625256634029115,0.012592523669727436
2020-06-20,AM,0.9835276039330415,0.0015553783582304618,0.002048716105378667,0.012871157755359875
2020-06-21,AM,0.9832753291861818,0.0015446636345894773,0.002034948870186819,0.01314791446105248
2020-06-22,AM,0.9830248113828681,0.0015339997183730584,0.002021232047267411,0.013422813003501961
2020-06-23,AM,0.9827760449165333,0.0015233863103426397,0.002007566387368602,0.013695858537766014
2020-06-24,AM,0.9825290267333948,0.0015128231821951417,0.0019939523698919606,0.013967053866528576
2020-06-25,AM,0.982283745667346,0.0015023092967789812,0.0019803919661465354,0.014236409221738992
2020-06-26,AM,0.9820402007546858,0.0014918445100437878,0.001966885411157834,0.014503925476123052
2020-06-27,AM,0.9817983702963908,0.0014814278612199764,0.001953435280841843,0.014769622713557862
2020-06-28,AM,0.9815582616158727,0.0014710597744937957,0.0019400405776269355,0.015033494184017105
2020-06-29,AM,0.9813198626063124,0.0014607401761745193,0.0019267021455385547,0.015295551223985106
2020-06-30,AM,0.9810831631914053,0.0014504688550795873,0.0019134208792960965,0.015555803226229528
2020-07-01,AM,0.9808481535663001,0.0014402455816456018,0.001900197680396068,0.015814259323668835
2020-07-02,AM,0.9806148239394051,0.0014300701291242472,0.0018870334454790054,0.01607092863800219
2020-07-03,AM,0.980383166748336,0.0014199427440182663,0.0018739282548350755,0.01632581840482117
2020-07-04,AM,0.9801531748444668,0.001409863760669547,0.001860882037233351,0.01657893550964083
2020-07-05,AM,0.9799248398855753,0.0013998332600246492,0.00184789515854572,0.01683028784786485
2020-07-06,AM,0.9796981535294395,0.0013898513230301316,0.0018349679846440703,0.017079883314896904
