reproductionNumber,reproductionNumberLow,reproductionNumberHigh,date,city,ibgeID
0.89,0.33,1.37,2020-07-24,Altamira/PA,1500602
0.84,0.28,1.33,2020-07-25,Altamira/PA,1500602
0.8300000000000001,0.27,1.33,2020-07-26,Altamira/PA,1500602
0.8300000000000001,0.27,1.34,2020-07-27,Altamira/PA,1500602
0.88,0.31,1.3900000000000001,2020-07-28,Altamira/PA,1500602
0.91,0.35000000000000003,1.43,2020-07-29,Altamira/PA,1500602
0.89,0.31,1.4000000000000001,2020-07-30,Altamira/PA,1500602
0.81,0.24,1.33,2020-07-31,Altamira/PA,1500602
0.73,0.15,1.25,2020-08-01,Altamira/PA,1500602
0.7000000000000001,0.09,1.21,2020-08-02,Altamira/PA,1500602
0.71,0.08,1.22,2020-08-03,Altamira/PA,1500602
0.76,0.14,1.31,2020-08-04,Altamira/PA,1500602
0.87,0.22,1.42,2020-08-05,Altamira/PA,1500602
0.9,0.26,1.46,2020-08-06,Altamira/PA,1500602
0.88,0.23,1.43,2020-08-07,Altamira/PA,1500602
0.8300000000000001,0.19,1.3900000000000001,2020-08-08,Altamira/PA,1500602
0.79,0.15,1.35,2020-08-09,Altamira/PA,1500602
0.8,0.14,1.36,2020-08-10,Altamira/PA,1500602
0.8200000000000001,0.16,1.3900000000000001,2020-08-11,Altamira/PA,1500602
0.85,0.21,1.45,2020-08-12,Altamira/PA,1500602
0.8200000000000001,0.15,1.4000000000000001,2020-08-13,Altamira/PA,1500602
0.73,0.06,1.29,2020-08-14,Altamira/PA,1500602
0.64,0.0,1.18,2020-08-15,Altamira/PA,1500602
0.68,0.03,1.25,2020-08-16,Altamira/PA,1500602
0.71,0.01,1.28,2020-08-17,Altamira/PA,1500602
0.97,0.24,1.61,2020-08-18,Altamira/PA,1500602
1.11,0.39,1.74,2020-08-19,Altamira/PA,1500602
1.16,0.47000000000000003,1.78,2020-08-20,Altamira/PA,1500602
1.08,0.41000000000000003,1.69,2020-08-21,Altamira/PA,1500602
0.99,0.31,1.58,2020-08-22,Altamira/PA,1500602
0.8,0.11,1.37,2020-08-23,Altamira/PA,1500602
0.75,0.08,1.33,2020-08-24,Altamira/PA,1500602
0.67,0.0,1.22,2020-08-25,Altamira/PA,1500602
0.68,0.0,1.25,2020-08-26,Altamira/PA,1500602
3.0,0.65,7.86,2020-07-04,Alvorada/RS,4300604
1.97,0.77,3.34,2020-07-05,Alvorada/RS,4300604
1.79,0.76,2.79,2020-07-06,Alvorada/RS,4300604
1.6500000000000001,0.77,2.5,2020-07-07,Alvorada/RS,4300604
1.46,0.68,2.22,2020-07-08,Alvorada/RS,4300604
1.3800000000000001,0.64,2.07,2020-07-09,Alvorada/RS,4300604
1.24,0.54,1.8900000000000001,2020-07-10,Alvorada/RS,4300604
1.1400000000000001,0.45,1.76,2020-07-11,Alvorada/RS,4300604
1.1,0.44,1.72,2020-07-12,Alvorada/RS,4300604
1.18,0.5,1.77,2020-07-13,Alvorada/RS,4300604
1.25,0.6,1.84,2020-07-14,Alvorada/RS,4300604
1.29,0.65,1.86,2020-07-15,Alvorada/RS,4300604
1.23,0.63,1.8,2020-07-16,Alvorada/RS,4300604
1.1300000000000001,0.51,1.67,2020-07-17,Alvorada/RS,4300604
1.02,0.41000000000000003,1.56,2020-07-18,Alvorada/RS,4300604
1.01,0.4,1.56,2020-07-19,Alvorada/RS,4300604
1.05,0.43,1.59,2020-07-20,Alvorada/RS,4300604
1.21,0.61,1.76,2020-07-21,Alvorada/RS,4300604
1.28,0.68,1.81,2020-07-22,Alvorada/RS,4300604
1.37,0.77,1.87,2020-07-23,Alvorada/RS,4300604
1.33,0.78,1.84,2020-07-24,Alvorada/RS,4300604
1.25,0.7000000000000001,1.74,2020-07-25,Alvorada/RS,4300604
1.1500000000000001,0.6,1.6300000000000001,2020-07-26,Alvorada/RS,4300604
1.06,0.51,1.54,2020-07-27,Alvorada/RS,4300604
0.93,0.37,1.41,2020-07-28,Alvorada/RS,4300604
0.8300000000000001,0.26,1.32,2020-07-29,Alvorada/RS,4300604
0.77,0.2,1.28,2020-07-30,Alvorada/RS,4300604
0.79,0.19,1.3,2020-07-31,Alvorada/RS,4300604
0.84,0.25,1.3800000000000001,2020-08-01,Alvorada/RS,4300604
0.92,0.31,1.46,2020-08-02,Alvorada/RS,4300604
0.99,0.39,1.54,2020-08-03,Alvorada/RS,4300604
1.03,0.44,1.58,2020-08-04,Alvorada/RS,4300604
1.04,0.43,1.57,2020-08-05,Alvorada/RS,4300604
1.0,0.41000000000000003,1.54,2020-08-06,Alvorada/RS,4300604
0.9500000000000001,0.36,1.49,2020-08-07,Alvorada/RS,4300604
0.91,0.3,1.44,2020-08-08,Alvorada/RS,4300604
0.87,0.25,1.4000000000000001,2020-08-09,Alvorada/RS,4300604
0.89,0.28,1.44,2020-08-10,Alvorada/RS,4300604
0.97,0.35000000000000003,1.52,2020-08-11,Alvorada/RS,4300604
1.01,0.41000000000000003,1.57,2020-08-12,Alvorada/RS,4300604
1.03,0.41000000000000003,1.57,2020-08-13,Alvorada/RS,4300604
1.01,0.41000000000000003,1.56,2020-08-14,Alvorada/RS,4300604
1.02,0.41000000000000003,1.56,2020-08-15,Alvorada/RS,4300604
1.05,0.46,1.6,2020-08-16,Alvorada/RS,4300604
1.08,0.5,1.6300000000000001,2020-08-17,Alvorada/RS,4300604
1.09,0.51,1.6300000000000001,2020-08-18,Alvorada/RS,4300604
1.11,0.54,1.6500000000000001,2020-08-19,Alvorada/RS,4300604
1.06,0.47000000000000003,1.58,2020-08-20,Alvorada/RS,4300604
0.99,0.43,1.53,2020-08-21,Alvorada/RS,4300604
0.91,0.33,1.44,2020-08-22,Alvorada/RS,4300604
0.89,0.31,1.43,2020-08-23,Alvorada/RS,4300604
0.86,0.26,1.4000000000000001,2020-08-24,Alvorada/RS,4300604
0.8200000000000001,0.23,1.3800000000000001,2020-08-25,Alvorada/RS,4300604
0.73,0.1,1.26,2020-08-26,Alvorada/RS,4300604
3.0,0.65,7.86,2020-06-30,Americana/SP,3501608
2.0,0.75,3.36,2020-07-01,Americana/SP,3501608
1.87,0.8200000000000001,2.89,2020-07-02,Americana/SP,3501608
1.6600000000000001,0.75,2.5,2020-07-03,Americana/SP,3501608
1.57,0.78,2.34,2020-07-04,Americana/SP,3501608
1.54,0.78,2.22,2020-07-05,Americana/SP,3501608
1.53,0.8200000000000001,2.16,2020-07-06,Americana/SP,3501608
1.58,0.9,2.16,2020-07-07,Americana/SP,3501608
1.58,0.9500000000000001,2.13,2020-07-08,Americana/SP,3501608
1.45,0.86,1.98,2020-07-09,Americana/SP,3501608
1.33,0.77,1.85,2020-07-10,Americana/SP,3501608
1.19,0.61,1.68,2020-07-11,Americana/SP,3501608
1.09,0.54,1.6,2020-07-12,Americana/SP,3501608
1.08,0.53,1.59,2020-07-13,Americana/SP,3501608
1.09,0.54,1.6,2020-07-14,Americana/SP,3501608
1.08,0.53,1.59,2020-07-15,Americana/SP,3501608
1.04,0.5,1.56,2020-07-16,Americana/SP,3501608
0.96,0.4,1.47,2020-07-17,Americana/SP,3501608
0.87,0.32,1.4000000000000001,2020-07-18,Americana/SP,3501608
0.88,0.32,1.42,2020-07-19,Americana/SP,3501608
0.99,0.39,1.51,2020-07-20,Americana/SP,3501608
1.1300000000000001,0.55,1.6600000000000001,2020-07-21,Americana/SP,3501608
1.32,0.73,1.82,2020-07-22,Americana/SP,3501608
1.3900000000000001,0.84,1.8900000000000001,2020-07-23,Americana/SP,3501608
1.4000000000000001,0.87,1.8800000000000001,2020-07-24,Americana/SP,3501608
1.34,0.8200000000000001,1.8,2020-07-25,Americana/SP,3501608
1.24,0.74,1.7,2020-07-26,Americana/SP,3501608
1.18,0.68,1.6300000000000001,2020-07-27,Americana/SP,3501608
1.1400000000000001,0.66,1.6,2020-07-28,Americana/SP,3501608
1.12,0.63,1.57,2020-07-29,Americana/SP,3501608
1.1500000000000001,0.64,1.58,2020-07-30,Americana/SP,3501608
1.11,0.63,1.56,2020-07-31,Americana/SP,3501608
1.12,0.62,1.55,2020-08-01,Americana/SP,3501608
1.07,0.58,1.51,2020-08-02,Americana/SP,3501608
1.01,0.51,1.44,2020-08-03,Americana/SP,3501608
0.96,0.45,1.3900000000000001,2020-08-04,Americana/SP,3501608
0.9400000000000001,0.46,1.4000000000000001,2020-08-05,Americana/SP,3501608
0.93,0.43,1.3800000000000001,2020-08-06,Americana/SP,3501608
0.92,0.42,1.3800000000000001,2020-08-07,Americana/SP,3501608
0.92,0.41000000000000003,1.3800000000000001,2020-08-08,Americana/SP,3501608
0.9400000000000001,0.45,1.42,2020-08-09,Americana/SP,3501608
1.01,0.49,1.47,2020-08-10,Americana/SP,3501608
1.1300000000000001,0.61,1.58,2020-08-11,Americana/SP,3501608
1.28,0.77,1.72,2020-08-12,Americana/SP,3501608
1.35,0.86,1.78,2020-08-13,Americana/SP,3501608
1.3,0.8300000000000001,1.72,2020-08-14,Americana/SP,3501608
1.1400000000000001,0.67,1.55,2020-08-15,Americana/SP,3501608
0.98,0.51,1.3900000000000001,2020-08-16,Americana/SP,3501608
0.81,0.35000000000000003,1.24,2020-08-17,Americana/SP,3501608
0.73,0.24,1.16,2020-08-18,Americana/SP,3501608
0.73,0.22,1.17,2020-08-19,Americana/SP,3501608
0.8,0.29,1.26,2020-08-20,Americana/SP,3501608
0.85,0.34,1.32,2020-08-21,Americana/SP,3501608
0.88,0.36,1.35,2020-08-22,Americana/SP,3501608
0.87,0.36,1.35,2020-08-23,Americana/SP,3501608
0.85,0.32,1.32,2020-08-24,Americana/SP,3501608
0.8300000000000001,0.3,1.31,2020-08-25,Americana/SP,3501608
0.78,0.25,1.27,2020-08-26,Americana/SP,3501608
3.0,0.65,7.86,2020-04-28,Ananindeua/PA,1500800
2.18,0.87,3.52,2020-04-29,Ananindeua/PA,1500800
1.8800000000000001,0.86,2.88,2020-04-30,Ananindeua/PA,1500800
1.6600000000000001,0.77,2.48,2020-05-01,Ananindeua/PA,1500800
1.47,0.7000000000000001,2.22,2020-05-02,Ananindeua/PA,1500800
1.41,0.6900000000000001,2.1,2020-05-03,Ananindeua/PA,1500800
1.41,0.74,2.07,2020-05-04,Ananindeua/PA,1500800
1.45,0.77,2.04,2020-05-05,Ananindeua/PA,1500800
1.5,0.88,2.08,2020-05-06,Ananindeua/PA,1500800
1.43,0.81,1.96,2020-05-07,Ananindeua/PA,1500800
1.29,0.7000000000000001,1.81,2020-05-08,Ananindeua/PA,1500800
1.24,0.65,1.74,2020-05-09,Ananindeua/PA,1500800
1.26,0.6900000000000001,1.76,2020-05-10,Ananindeua/PA,1500800
1.3900000000000001,0.86,1.9000000000000001,2020-05-11,Ananindeua/PA,1500800
1.51,0.97,1.98,2020-05-12,Ananindeua/PA,1500800
1.54,1.05,2.0100000000000002,2020-05-13,Ananindeua/PA,1500800
1.48,0.98,1.9100000000000001,2020-05-14,Ananindeua/PA,1500800
1.3900000000000001,0.92,1.82,2020-05-15,Ananindeua/PA,1500800
1.24,0.76,1.6500000000000001,2020-05-16,Ananindeua/PA,1500800
1.26,0.79,1.67,2020-05-17,Ananindeua/PA,1500800
1.3,0.8300000000000001,1.7,2020-05-18,Ananindeua/PA,1500800
1.3800000000000001,0.93,1.78,2020-05-19,Ananindeua/PA,1500800
1.46,1.01,1.84,2020-05-20,Ananindeua/PA,1500800
1.4000000000000001,0.98,1.78,2020-05-21,Ananindeua/PA,1500800
1.27,0.85,1.6400000000000001,2020-05-22,Ananindeua/PA,1500800
1.16,0.75,1.53,2020-05-23,Ananindeua/PA,1500800
0.98,0.56,1.35,2020-05-24,Ananindeua/PA,1500800
0.91,0.49,1.29,2020-05-25,Ananindeua/PA,1500800
0.87,0.43,1.25,2020-05-26,Ananindeua/PA,1500800
0.81,0.38,1.21,2020-05-27,Ananindeua/PA,1500800
0.74,0.3,1.1500000000000001,2020-05-28,Ananindeua/PA,1500800
0.67,0.23,1.1,2020-05-29,Ananindeua/PA,1500800
0.67,0.19,1.09,2020-05-30,Ananindeua/PA,1500800
0.72,0.24,1.16,2020-05-31,Ananindeua/PA,1500800
0.8200000000000001,0.35000000000000003,1.28,2020-06-01,Ananindeua/PA,1500800
0.96,0.48,1.41,2020-06-02,Ananindeua/PA,1500800
0.99,0.49,1.42,2020-06-03,Ananindeua/PA,1500800
0.9400000000000001,0.45,1.37,2020-06-04,Ananindeua/PA,1500800
0.87,0.39,1.31,2020-06-05,Ananindeua/PA,1500800
0.8300000000000001,0.34,1.27,2020-06-06,Ananindeua/PA,1500800
0.9,0.4,1.34,2020-06-07,Ananindeua/PA,1500800
0.91,0.42,1.36,2020-06-08,Ananindeua/PA,1500800
0.9,0.39,1.34,2020-06-09,Ananindeua/PA,1500800
0.93,0.42,1.37,2020-06-10,Ananindeua/PA,1500800
0.86,0.36,1.31,2020-06-11,Ananindeua/PA,1500800
0.78,0.29,1.25,2020-06-12,Ananindeua/PA,1500800
0.78,0.27,1.25,2020-06-13,Ananindeua/PA,1500800
0.77,0.23,1.23,2020-06-14,Ananindeua/PA,1500800
0.85,0.31,1.32,2020-06-15,Ananindeua/PA,1500800
0.89,0.34,1.36,2020-06-16,Ananindeua/PA,1500800
0.9,0.36,1.3800000000000001,2020-06-17,Ananindeua/PA,1500800
0.93,0.38,1.4000000000000001,2020-06-18,Ananindeua/PA,1500800
0.93,0.38,1.4000000000000001,2020-06-19,Ananindeua/PA,1500800
0.88,0.34,1.36,2020-06-20,Ananindeua/PA,1500800
0.88,0.33,1.36,2020-06-21,Ananindeua/PA,1500800
0.87,0.33,1.36,2020-06-22,Ananindeua/PA,1500800
0.86,0.31,1.35,2020-06-23,Ananindeua/PA,1500800
0.8300000000000001,0.28,1.33,2020-06-24,Ananindeua/PA,1500800
0.8,0.26,1.32,2020-06-25,Ananindeua/PA,1500800
0.85,0.27,1.35,2020-06-26,Ananindeua/PA,1500800
0.9400000000000001,0.38,1.46,2020-06-27,Ananindeua/PA,1500800
1.08,0.52,1.59,2020-06-28,Ananindeua/PA,1500800
1.2,0.65,1.7,2020-06-29,Ananindeua/PA,1500800
1.26,0.73,1.75,2020-06-30,Ananindeua/PA,1500800
1.28,0.76,1.75,2020-07-01,Ananindeua/PA,1500800
1.22,0.7000000000000001,1.67,2020-07-02,Ananindeua/PA,1500800
1.11,0.6,1.56,2020-07-03,Ananindeua/PA,1500800
1.02,0.51,1.47,2020-07-04,Ananindeua/PA,1500800
0.91,0.42,1.3800000000000001,2020-07-05,Ananindeua/PA,1500800
0.8200000000000001,0.31,1.29,2020-07-06,Ananindeua/PA,1500800
0.76,0.24,1.24,2020-07-07,Ananindeua/PA,1500800
0.73,0.18,1.21,2020-07-08,Ananindeua/PA,1500800
0.74,0.19,1.24,2020-07-09,Ananindeua/PA,1500800
0.73,0.17,1.24,2020-07-10,Ananindeua/PA,1500800
0.79,0.2,1.3,2020-07-11,Ananindeua/PA,1500800
0.84,0.26,1.37,2020-07-12,Ananindeua/PA,1500800
0.93,0.33,1.45,2020-07-13,Ananindeua/PA,1500800
1.0,0.42,1.53,2020-07-14,Ananindeua/PA,1500800
1.1400000000000001,0.58,1.67,2020-07-15,Ananindeua/PA,1500800
1.33,0.77,1.83,2020-07-16,Ananindeua/PA,1500800
1.51,0.99,2.0,2020-07-17,Ananindeua/PA,1500800
1.55,1.04,2.0,2020-07-18,Ananindeua/PA,1500800
1.5,1.01,1.93,2020-07-19,Ananindeua/PA,1500800
1.33,0.85,1.74,2020-07-20,Ananindeua/PA,1500800
1.11,0.64,1.52,2020-07-21,Ananindeua/PA,1500800
0.91,0.44,1.33,2020-07-22,Ananindeua/PA,1500800
0.77,0.27,1.19,2020-07-23,Ananindeua/PA,1500800
0.71,0.2,1.1500000000000001,2020-07-24,Ananindeua/PA,1500800
0.68,0.18,1.1500000000000001,2020-07-25,Ananindeua/PA,1500800
0.62,0.1,1.09,2020-07-26,Ananindeua/PA,1500800
0.61,0.08,1.09,2020-07-27,Ananindeua/PA,1500800
0.58,0.02,1.04,2020-07-28,Ananindeua/PA,1500800
0.55,0.01,1.03,2020-07-29,Ananindeua/PA,1500800
0.6,0.02,1.09,2020-07-30,Ananindeua/PA,1500800
0.66,0.03,1.16,2020-07-31,Ananindeua/PA,1500800
0.76,0.12,1.3,2020-08-01,Ananindeua/PA,1500800
0.8300000000000001,0.19,1.3900000000000001,2020-08-02,Ananindeua/PA,1500800
0.92,0.28,1.48,2020-08-03,Ananindeua/PA,1500800
1.02,0.4,1.58,2020-08-04,Ananindeua/PA,1500800
1.05,0.44,1.6,2020-08-05,Ananindeua/PA,1500800
1.01,0.42,1.56,2020-08-06,Ananindeua/PA,1500800
0.91,0.3,1.44,2020-08-07,Ananindeua/PA,1500800
0.85,0.26,1.4000000000000001,2020-08-08,Ananindeua/PA,1500800
0.85,0.26,1.41,2020-08-09,Ananindeua/PA,1500800
0.93,0.33,1.49,2020-08-10,Ananindeua/PA,1500800
1.01,0.39,1.55,2020-08-11,Ananindeua/PA,1500800
1.11,0.49,1.6400000000000001,2020-08-12,Ananindeua/PA,1500800
1.11,0.51,1.6400000000000001,2020-08-13,Ananindeua/PA,1500800
1.05,0.48,1.59,2020-08-14,Ananindeua/PA,1500800
0.93,0.36,1.47,2020-08-15,Ananindeua/PA,1500800
0.86,0.28,1.4000000000000001,2020-08-16,Ananindeua/PA,1500800
0.78,0.17,1.31,2020-08-17,Ananindeua/PA,1500800
0.89,0.28,1.44,2020-08-18,Ananindeua/PA,1500800
1.02,0.39,1.56,2020-08-19,Ananindeua/PA,1500800
1.1500000000000001,0.55,1.7,2020-08-20,Ananindeua/PA,1500800
1.25,0.68,1.8,2020-08-21,Ananindeua/PA,1500800
1.26,0.7000000000000001,1.79,2020-08-22,Ananindeua/PA,1500800
1.1300000000000001,0.5700000000000001,1.6400000000000001,2020-08-23,Ananindeua/PA,1500800
1.02,0.45,1.52,2020-08-24,Ananindeua/PA,1500800
0.87,0.29,1.37,2020-08-25,Ananindeua/PA,1500800
0.77,0.18,1.28,2020-08-26,Ananindeua/PA,1500800
3.0,0.65,7.86,2020-05-14,Angra dos Reis/RJ,3300100
3.02,1.69,4.26,2020-05-15,Angra dos Reis/RJ,3300100
2.37,1.42,3.22,2020-05-16,Angra dos Reis/RJ,3300100
1.77,1.0,2.47,2020-05-17,Angra dos Reis/RJ,3300100
1.26,0.5700000000000001,1.8800000000000001,2020-05-18,Angra dos Reis/RJ,3300100
0.91,0.26,1.5,2020-05-19,Angra dos Reis/RJ,3300100
0.56,0.0,1.09,2020-05-20,Angra dos Reis/RJ,3300100
0.85,0.17,1.45,2020-05-21,Angra dos Reis/RJ,3300100
1.12,0.44,1.74,2020-05-22,Angra dos Reis/RJ,3300100
1.4000000000000001,0.73,1.99,2020-05-23,Angra dos Reis/RJ,3300100
1.48,0.8300000000000001,2.0300000000000002,2020-05-24,Angra dos Reis/RJ,3300100
1.31,0.71,1.85,2020-05-25,Angra dos Reis/RJ,3300100
1.08,0.49,1.61,2020-05-26,Angra dos Reis/RJ,3300100
1.1,0.53,1.6400000000000001,2020-05-27,Angra dos Reis/RJ,3300100
1.08,0.48,1.59,2020-05-28,Angra dos Reis/RJ,3300100
1.25,0.66,1.76,2020-05-29,Angra dos Reis/RJ,3300100
1.44,0.89,1.95,2020-05-30,Angra dos Reis/RJ,3300100
1.37,0.8200000000000001,1.85,2020-05-31,Angra dos Reis/RJ,3300100
1.27,0.74,1.74,2020-06-01,Angra dos Reis/RJ,3300100
1.11,0.59,1.58,2020-06-02,Angra dos Reis/RJ,3300100
0.9,0.37,1.37,2020-06-03,Angra dos Reis/RJ,3300100
0.89,0.35000000000000003,1.37,2020-06-04,Angra dos Reis/RJ,3300100
0.84,0.29,1.33,2020-06-05,Angra dos Reis/RJ,3300100
0.87,0.31,1.37,2020-06-06,Angra dos Reis/RJ,3300100
0.99,0.43,1.5,2020-06-07,Angra dos Reis/RJ,3300100
1.06,0.49,1.56,2020-06-08,Angra dos Reis/RJ,3300100
1.11,0.55,1.61,2020-06-09,Angra dos Reis/RJ,3300100
1.11,0.55,1.6,2020-06-10,Angra dos Reis/RJ,3300100
1.02,0.48,1.52,2020-06-11,Angra dos Reis/RJ,3300100
0.99,0.45,1.49,2020-06-12,Angra dos Reis/RJ,3300100
0.92,0.36,1.41,2020-06-13,Angra dos Reis/RJ,3300100
1.02,0.47000000000000003,1.52,2020-06-14,Angra dos Reis/RJ,3300100
1.06,0.5,1.55,2020-06-15,Angra dos Reis/RJ,3300100
1.2,0.65,1.69,2020-06-16,Angra dos Reis/RJ,3300100
1.25,0.73,1.74,2020-06-17,Angra dos Reis/RJ,3300100
1.2,0.68,1.67,2020-06-18,Angra dos Reis/RJ,3300100
1.07,0.56,1.54,2020-06-19,Angra dos Reis/RJ,3300100
0.91,0.38,1.37,2020-06-20,Angra dos Reis/RJ,3300100
0.76,0.22,1.23,2020-06-21,Angra dos Reis/RJ,3300100
0.76,0.21,1.25,2020-06-22,Angra dos Reis/RJ,3300100
0.8300000000000001,0.28,1.34,2020-06-23,Angra dos Reis/RJ,3300100
0.98,0.42,1.49,2020-06-24,Angra dos Reis/RJ,3300100
1.11,0.5700000000000001,1.6300000000000001,2020-06-25,Angra dos Reis/RJ,3300100
1.12,0.56,1.61,2020-06-26,Angra dos Reis/RJ,3300100
1.04,0.48,1.52,2020-06-27,Angra dos Reis/RJ,3300100
0.9400000000000001,0.38,1.42,2020-06-28,Angra dos Reis/RJ,3300100
0.8300000000000001,0.27,1.32,2020-06-29,Angra dos Reis/RJ,3300100
0.76,0.18,1.25,2020-06-30,Angra dos Reis/RJ,3300100
0.79,0.22,1.31,2020-07-01,Angra dos Reis/RJ,3300100
0.76,0.16,1.27,2020-07-02,Angra dos Reis/RJ,3300100
0.75,0.17,1.29,2020-07-03,Angra dos Reis/RJ,3300100
0.72,0.09,1.23,2020-07-04,Angra dos Reis/RJ,3300100
0.68,0.06,1.2,2020-07-05,Angra dos Reis/RJ,3300100
0.74,0.11,1.29,2020-07-06,Angra dos Reis/RJ,3300100
0.79,0.16,1.37,2020-07-07,Angra dos Reis/RJ,3300100
0.85,0.2,1.43,2020-07-08,Angra dos Reis/RJ,3300100
0.8200000000000001,0.17,1.4000000000000001,2020-07-09,Angra dos Reis/RJ,3300100
0.78,0.11,1.34,2020-07-10,Angra dos Reis/RJ,3300100
0.6900000000000001,0.04,1.24,2020-07-11,Angra dos Reis/RJ,3300100
0.75,0.06,1.31,2020-07-12,Angra dos Reis/RJ,3300100
0.8300000000000001,0.13,1.42,2020-07-13,Angra dos Reis/RJ,3300100
0.89,0.21,1.51,2020-07-14,Angra dos Reis/RJ,3300100
0.85,0.15,1.45,2020-07-15,Angra dos Reis/RJ,3300100
0.8200000000000001,0.1,1.4000000000000001,2020-07-16,Angra dos Reis/RJ,3300100
0.76,0.07,1.35,2020-07-17,Angra dos Reis/RJ,3300100
1.57,0.89,2.19,2020-07-18,Angra dos Reis/RJ,3300100
2.2,1.58,2.7600000000000002,2020-07-19,Angra dos Reis/RJ,3300100
2.58,2.06,3.0700000000000003,2020-07-20,Angra dos Reis/RJ,3300100
2.44,1.99,2.86,2020-07-21,Angra dos Reis/RJ,3300100
2.07,1.6400000000000001,2.43,2020-07-22,Angra dos Reis/RJ,3300100
1.61,1.21,1.96,2020-07-23,Angra dos Reis/RJ,3300100
1.23,0.84,1.58,2020-07-24,Angra dos Reis/RJ,3300100
0.81,0.42,1.18,2020-07-25,Angra dos Reis/RJ,3300100
0.64,0.22,1.02,2020-07-26,Angra dos Reis/RJ,3300100
0.51,0.06,0.89,2020-07-27,Angra dos Reis/RJ,3300100
0.47000000000000003,0.02,0.86,2020-07-28,Angra dos Reis/RJ,3300100
0.46,0.0,0.86,2020-07-29,Angra dos Reis/RJ,3300100
0.49,0.01,0.91,2020-07-30,Angra dos Reis/RJ,3300100
0.44,0.0,0.88,2020-07-31,Angra dos Reis/RJ,3300100
0.37,0.0,0.86,2020-08-01,Angra dos Reis/RJ,3300100
0.38,0.0,0.89,2020-08-02,Angra dos Reis/RJ,3300100
0.5,0.0,0.99,2020-08-03,Angra dos Reis/RJ,3300100
0.68,0.07,1.2,2020-08-04,Angra dos Reis/RJ,3300100
0.91,0.31,1.48,2020-08-05,Angra dos Reis/RJ,3300100
0.97,0.36,1.51,2020-08-06,Angra dos Reis/RJ,3300100
0.97,0.37,1.5,2020-08-07,Angra dos Reis/RJ,3300100
0.91,0.34,1.45,2020-08-08,Angra dos Reis/RJ,3300100
0.8,0.21,1.32,2020-08-09,Angra dos Reis/RJ,3300100
0.77,0.17,1.29,2020-08-10,Angra dos Reis/RJ,3300100
0.75,0.15,1.28,2020-08-11,Angra dos Reis/RJ,3300100
0.71,0.1,1.23,2020-08-12,Angra dos Reis/RJ,3300100
0.8,0.17,1.34,2020-08-13,Angra dos Reis/RJ,3300100
0.8200000000000001,0.18,1.36,2020-08-14,Angra dos Reis/RJ,3300100
0.9400000000000001,0.33,1.51,2020-08-15,Angra dos Reis/RJ,3300100
1.05,0.43,1.6,2020-08-16,Angra dos Reis/RJ,3300100
1.11,0.5,1.6500000000000001,2020-08-17,Angra dos Reis/RJ,3300100
1.1300000000000001,0.55,1.67,2020-08-18,Angra dos Reis/RJ,3300100
1.21,0.62,1.72,2020-08-19,Angra dos Reis/RJ,3300100
1.1300000000000001,0.55,1.6300000000000001,2020-08-20,Angra dos Reis/RJ,3300100
1.11,0.56,1.62,2020-08-21,Angra dos Reis/RJ,3300100
1.04,0.47000000000000003,1.53,2020-08-22,Angra dos Reis/RJ,3300100
0.9500000000000001,0.39,1.45,2020-08-23,Angra dos Reis/RJ,3300100
0.85,0.29,1.36,2020-08-24,Angra dos Reis/RJ,3300100
0.8,0.22,1.31,2020-08-25,Angra dos Reis/RJ,3300100
0.67,0.09,1.18,2020-08-26,Angra dos Reis/RJ,3300100
3.0,0.65,7.86,2020-06-14,Anápolis/GO,5201108
2.58,1.23,3.88,2020-06-15,Anápolis/GO,5201108
2.17,1.18,3.1,2020-06-16,Anápolis/GO,5201108
1.71,0.89,2.47,2020-06-17,Anápolis/GO,5201108
1.35,0.64,2.04,2020-06-18,Anápolis/GO,5201108
1.04,0.36,1.67,2020-06-19,Anápolis/GO,5201108
0.9,0.25,1.53,2020-06-20,Anápolis/GO,5201108
0.89,0.21,1.5,2020-06-21,Anápolis/GO,5201108
0.97,0.28,1.58,2020-06-22,Anápolis/GO,5201108
1.06,0.37,1.67,2020-06-23,Anápolis/GO,5201108
1.1300000000000001,0.46,1.74,2020-06-24,Anápolis/GO,5201108
1.2,0.55,1.8,2020-06-25,Anápolis/GO,5201108
1.23,0.59,1.81,2020-06-26,Anápolis/GO,5201108
1.25,0.63,1.82,2020-06-27,Anápolis/GO,5201108
1.32,0.71,1.87,2020-06-28,Anápolis/GO,5201108
1.31,0.73,1.85,2020-06-29,Anápolis/GO,5201108
1.28,0.6900000000000001,1.79,2020-06-30,Anápolis/GO,5201108
1.23,0.65,1.73,2020-07-01,Anápolis/GO,5201108
1.1300000000000001,0.58,1.6400000000000001,2020-07-02,Anápolis/GO,5201108
1.02,0.48,1.54,2020-07-03,Anápolis/GO,5201108
1.02,0.46,1.53,2020-07-04,Anápolis/GO,5201108
1.05,0.47000000000000003,1.55,2020-07-05,Anápolis/GO,5201108
1.1300000000000001,0.5700000000000001,1.6400000000000001,2020-07-06,Anápolis/GO,5201108
1.22,0.65,1.71,2020-07-07,Anápolis/GO,5201108
1.2,0.65,1.69,2020-07-08,Anápolis/GO,5201108
1.1300000000000001,0.58,1.61,2020-07-09,Anápolis/GO,5201108
1.03,0.48,1.51,2020-07-10,Anápolis/GO,5201108
0.89,0.33,1.37,2020-07-11,Anápolis/GO,5201108
