reproductionNumber,reproductionNumberLow,reproductionNumberHigh,date,city,ibgeID
0.77,0.0,1.41,2020-08-20,Camacan/BA,2905602
0.77,0.0,1.43,2020-08-21,Camacan/BA,2905602
0.81,0.01,1.48,2020-08-22,Camacan/BA,2905602
0.85,0.04,1.54,2020-08-23,Camacan/BA,2905602
0.9,0.06,1.59,2020-08-24,Camacan/BA,2905602
0.9,0.04,1.58,2020-08-25,Camacan/BA,2905602
0.91,0.06,1.6,2020-08-26,Camacan/BA,2905602
3.0,0.65,7.86,2020-06-03,Camaçari/BA,2905701
2.15,0.88,3.49,2020-06-04,Camaçari/BA,2905701
1.69,0.71,2.67,2020-06-05,Camaçari/BA,2905701
1.43,0.59,2.2600000000000002,2020-06-06,Camaçari/BA,2905701
1.28,0.51,2.0300000000000002,2020-06-07,Camaçari/BA,2905701
1.24,0.49,1.93,2020-06-08,Camaçari/BA,2905701
1.23,0.52,1.9000000000000001,2020-06-09,Camaçari/BA,2905701
1.2,0.52,1.85,2020-06-10,Camaçari/BA,2905701
1.1300000000000001,0.44,1.74,2020-06-11,Camaçari/BA,2905701
1.03,0.35000000000000003,1.6300000000000001,2020-06-12,Camaçari/BA,2905701
0.9,0.23,1.5,2020-06-13,Camaçari/BA,2905701
0.84,0.18,1.45,2020-06-14,Camaçari/BA,2905701
0.8300000000000001,0.14,1.43,2020-06-15,Camaçari/BA,2905701
0.89,0.17,1.49,2020-06-16,Camaçari/BA,2905701
0.96,0.26,1.59,2020-06-17,Camaçari/BA,2905701
1.03,0.33,1.6600000000000001,2020-06-18,Camaçari/BA,2905701
1.12,0.41000000000000003,1.73,2020-06-19,Camaçari/BA,2905701
1.1500000000000001,0.48,1.77,2020-06-20,Camaçari/BA,2905701
1.3800000000000001,0.71,1.97,2020-06-21,Camaçari/BA,2905701
1.6,0.96,2.16,2020-06-22,Camaçari/BA,2905701
1.73,1.1500000000000001,2.27,2020-06-23,Camaçari/BA,2905701
1.83,1.28,2.32,2020-06-24,Camaçari/BA,2905701
1.78,1.26,2.23,2020-06-25,Camaçari/BA,2905701
1.59,1.1,2.02,2020-06-26,Camaçari/BA,2905701
1.37,0.91,1.8,2020-06-27,Camaçari/BA,2905701
1.1400000000000001,0.67,1.56,2020-06-28,Camaçari/BA,2905701
1.06,0.58,1.48,2020-06-29,Camaçari/BA,2905701
1.06,0.58,1.49,2020-06-30,Camaçari/BA,2905701
1.07,0.61,1.52,2020-07-01,Camaçari/BA,2905701
1.1,0.61,1.53,2020-07-02,Camaçari/BA,2905701
1.07,0.5700000000000001,1.49,2020-07-03,Camaçari/BA,2905701
0.96,0.47000000000000003,1.3900000000000001,2020-07-04,Camaçari/BA,2905701
0.9,0.41000000000000003,1.34,2020-07-05,Camaçari/BA,2905701
0.9,0.39,1.34,2020-07-06,Camaçari/BA,2905701
1.05,0.55,1.5,2020-07-07,Camaçari/BA,2905701
1.25,0.75,1.69,2020-07-08,Camaçari/BA,2905701
1.3800000000000001,0.9,1.81,2020-07-09,Camaçari/BA,2905701
1.3900000000000001,0.92,1.8,2020-07-10,Camaçari/BA,2905701
1.28,0.84,1.69,2020-07-11,Camaçari/BA,2905701
1.1300000000000001,0.6900000000000001,1.53,2020-07-12,Camaçari/BA,2905701
1.02,0.56,1.41,2020-07-13,Camaçari/BA,2905701
0.97,0.53,1.3800000000000001,2020-07-14,Camaçari/BA,2905701
0.93,0.49,1.35,2020-07-15,Camaçari/BA,2905701
0.92,0.48,1.35,2020-07-16,Camaçari/BA,2905701
0.86,0.38,1.27,2020-07-17,Camaçari/BA,2905701
0.76,0.28,1.18,2020-07-18,Camaçari/BA,2905701
0.6900000000000001,0.21,1.1300000000000001,2020-07-19,Camaçari/BA,2905701
0.84,0.33,1.28,2020-07-20,Camaçari/BA,2905701
1.1300000000000001,0.64,1.58,2020-07-21,Camaçari/BA,2905701
1.45,0.97,1.8800000000000001,2020-07-22,Camaçari/BA,2905701
1.55,1.1,1.96,2020-07-23,Camaçari/BA,2905701
1.44,1.01,1.83,2020-07-24,Camaçari/BA,2905701
1.21,0.78,1.58,2020-07-25,Camaçari/BA,2905701
0.96,0.55,1.35,2020-07-26,Camaçari/BA,2905701
0.78,0.36,1.18,2020-07-27,Camaçari/BA,2905701
0.77,0.32,1.17,2020-07-28,Camaçari/BA,2905701
0.8300000000000001,0.37,1.24,2020-07-29,Camaçari/BA,2905701
0.88,0.42,1.3,2020-07-30,Camaçari/BA,2905701
0.85,0.37,1.26,2020-07-31,Camaçari/BA,2905701
0.75,0.28,1.18,2020-08-01,Camaçari/BA,2905701
0.7000000000000001,0.21,1.1300000000000001,2020-08-02,Camaçari/BA,2905701
0.73,0.25,1.19,2020-08-03,Camaçari/BA,2905701
0.84,0.32,1.28,2020-08-04,Camaçari/BA,2905701
0.99,0.47000000000000003,1.43,2020-08-05,Camaçari/BA,2905701
1.04,0.52,1.47,2020-08-06,Camaçari/BA,2905701
1.0,0.49,1.43,2020-08-07,Camaçari/BA,2905701
0.9,0.39,1.33,2020-08-08,Camaçari/BA,2905701
0.8200000000000001,0.34,1.28,2020-08-09,Camaçari/BA,2905701
0.77,0.26,1.22,2020-08-10,Camaçari/BA,2905701
0.85,0.32,1.3,2020-08-11,Camaçari/BA,2905701
0.93,0.41000000000000003,1.3900000000000001,2020-08-12,Camaçari/BA,2905701
0.99,0.46,1.44,2020-08-13,Camaçari/BA,2905701
0.99,0.49,1.46,2020-08-14,Camaçari/BA,2905701
0.88,0.38,1.35,2020-08-15,Camaçari/BA,2905701
0.76,0.22,1.21,2020-08-16,Camaçari/BA,2905701
0.74,0.2,1.21,2020-08-17,Camaçari/BA,2905701
0.6900000000000001,0.15,1.17,2020-08-18,Camaçari/BA,2905701
0.7000000000000001,0.13,1.18,2020-08-19,Camaçari/BA,2905701
0.76,0.2,1.27,2020-08-20,Camaçari/BA,2905701
0.8,0.21,1.3,2020-08-21,Camaçari/BA,2905701
0.85,0.26,1.36,2020-08-22,Camaçari/BA,2905701
0.85,0.27,1.37,2020-08-23,Camaçari/BA,2905701
0.85,0.25,1.36,2020-08-24,Camaçari/BA,2905701
0.86,0.28,1.3900000000000001,2020-08-25,Camaçari/BA,2905701
0.85,0.24,1.36,2020-08-26,Camaçari/BA,2905701
3.0,0.65,7.86,2020-07-27,Camboriú/SC,4203204
2.15,0.89,3.4,2020-07-28,Camboriú/SC,4203204
2.17,1.19,3.11,2020-07-29,Camboriú/SC,4203204
1.9000000000000001,1.08,2.65,2020-07-30,Camboriú/SC,4203204
1.6500000000000001,0.9500000000000001,2.32,2020-07-31,Camboriú/SC,4203204
1.36,0.7000000000000001,1.96,2020-08-01,Camboriú/SC,4203204
1.19,0.56,1.76,2020-08-02,Camboriú/SC,4203204
1.02,0.39,1.57,2020-08-03,Camboriú/SC,4203204
0.96,0.36,1.53,2020-08-04,Camboriú/SC,4203204
0.97,0.34,1.52,2020-08-05,Camboriú/SC,4203204
1.06,0.43,1.61,2020-08-06,Camboriú/SC,4203204
1.12,0.5,1.67,2020-08-07,Camboriú/SC,4203204
1.12,0.52,1.67,2020-08-08,Camboriú/SC,4203204
1.09,0.49,1.6300000000000001,2020-08-09,Camboriú/SC,4203204
1.08,0.48,1.61,2020-08-10,Camboriú/SC,4203204
1.09,0.51,1.6300000000000001,2020-08-11,Camboriú/SC,4203204
1.08,0.48,1.6,2020-08-12,Camboriú/SC,4203204
1.07,0.48,1.59,2020-08-13,Camboriú/SC,4203204
0.99,0.41000000000000003,1.52,2020-08-14,Camboriú/SC,4203204
0.9,0.3,1.42,2020-08-15,Camboriú/SC,4203204
0.81,0.22,1.35,2020-08-16,Camboriú/SC,4203204
0.77,0.16,1.31,2020-08-17,Camboriú/SC,4203204
0.75,0.12,1.29,2020-08-18,Camboriú/SC,4203204
0.76,0.11,1.31,2020-08-19,Camboriú/SC,4203204
0.76,0.13,1.34,2020-08-20,Camboriú/SC,4203204
0.71,0.05,1.26,2020-08-21,Camboriú/SC,4203204
0.68,0.02,1.23,2020-08-22,Camboriú/SC,4203204
0.62,0.0,1.18,2020-08-23,Camboriú/SC,4203204
0.63,0.0,1.21,2020-08-24,Camboriú/SC,4203204
0.62,0.0,1.21,2020-08-25,Camboriú/SC,4203204
0.63,0.0,1.24,2020-08-26,Camboriú/SC,4203204
3.0,0.65,7.86,2020-05-07,Cametá/PA,1502103
2.2800000000000002,0.96,3.64,2020-05-08,Cametá/PA,1502103
1.87,0.84,2.85,2020-05-09,Cametá/PA,1502103
1.73,0.84,2.5500000000000003,2020-05-10,Cametá/PA,1502103
1.58,0.78,2.3000000000000003,2020-05-11,Cametá/PA,1502103
1.44,0.72,2.11,2020-05-12,Cametá/PA,1502103
1.41,0.73,2.04,2020-05-13,Cametá/PA,1502103
1.28,0.63,1.8800000000000001,2020-05-14,Cametá/PA,1502103
1.2,0.55,1.77,2020-05-15,Cametá/PA,1502103
1.1,0.46,1.6600000000000001,2020-05-16,Cametá/PA,1502103
1.1400000000000001,0.51,1.7,2020-05-17,Cametá/PA,1502103
1.16,0.55,1.72,2020-05-18,Cametá/PA,1502103
1.18,0.55,1.71,2020-05-19,Cametá/PA,1502103
1.17,0.5700000000000001,1.71,2020-05-20,Cametá/PA,1502103
1.12,0.52,1.6500000000000001,2020-05-21,Cametá/PA,1502103
1.09,0.5,1.62,2020-05-22,Cametá/PA,1502103
1.16,0.56,1.68,2020-05-23,Cametá/PA,1502103
1.23,0.65,1.75,2020-05-24,Cametá/PA,1502103
1.42,0.86,1.93,2020-05-25,Cametá/PA,1502103
1.59,1.04,2.07,2020-05-26,Cametá/PA,1502103
1.6300000000000001,1.12,2.09,2020-05-27,Cametá/PA,1502103
1.55,1.08,2.0,2020-05-28,Cametá/PA,1502103
1.41,0.9500000000000001,1.84,2020-05-29,Cametá/PA,1502103
1.26,0.79,1.67,2020-05-30,Cametá/PA,1502103
1.1,0.63,1.51,2020-05-31,Cametá/PA,1502103
1.01,0.53,1.42,2020-06-01,Cametá/PA,1502103
0.98,0.5,1.4000000000000001,2020-06-02,Cametá/PA,1502103
0.96,0.48,1.3900000000000001,2020-06-03,Cametá/PA,1502103
0.93,0.45,1.37,2020-06-04,Cametá/PA,1502103
0.91,0.43,1.36,2020-06-05,Cametá/PA,1502103
0.89,0.37,1.32,2020-06-06,Cametá/PA,1502103
0.98,0.49,1.44,2020-06-07,Cametá/PA,1502103
1.04,0.55,1.5,2020-06-08,Cametá/PA,1502103
1.06,0.55,1.5,2020-06-09,Cametá/PA,1502103
1.06,0.56,1.5,2020-06-10,Cametá/PA,1502103
0.97,0.47000000000000003,1.41,2020-06-11,Cametá/PA,1502103
0.91,0.42,1.36,2020-06-12,Cametá/PA,1502103
1.0,0.5,1.45,2020-06-13,Cametá/PA,1502103
1.1500000000000001,0.66,1.6,2020-06-14,Cametá/PA,1502103
1.33,0.85,1.77,2020-06-15,Cametá/PA,1502103
1.3900000000000001,0.91,1.8,2020-06-16,Cametá/PA,1502103
1.3,0.84,1.7,2020-06-17,Cametá/PA,1502103
1.2,0.74,1.59,2020-06-18,Cametá/PA,1502103
1.03,0.5700000000000001,1.42,2020-06-19,Cametá/PA,1502103
1.0,0.55,1.4000000000000001,2020-06-20,Cametá/PA,1502103
0.9500000000000001,0.5,1.36,2020-06-21,Cametá/PA,1502103
0.88,0.42,1.29,2020-06-22,Cametá/PA,1502103
0.81,0.33,1.22,2020-06-23,Cametá/PA,1502103
0.76,0.27,1.18,2020-06-24,Cametá/PA,1502103
0.8,0.3,1.23,2020-06-25,Cametá/PA,1502103
0.97,0.46,1.4000000000000001,2020-06-26,Cametá/PA,1502103
1.09,0.59,1.52,2020-06-27,Cametá/PA,1502103
1.17,0.6900000000000001,1.6,2020-06-28,Cametá/PA,1502103
1.1300000000000001,0.67,1.56,2020-06-29,Cametá/PA,1502103
1.01,0.53,1.42,2020-06-30,Cametá/PA,1502103
0.9,0.43,1.32,2020-07-01,Cametá/PA,1502103
0.87,0.41000000000000003,1.31,2020-07-02,Cametá/PA,1502103
0.88,0.38,1.3,2020-07-03,Cametá/PA,1502103
0.86,0.36,1.29,2020-07-04,Cametá/PA,1502103
0.8,0.3,1.24,2020-07-05,Cametá/PA,1502103
0.71,0.19,1.1500000000000001,2020-07-06,Cametá/PA,1502103
0.64,0.13,1.1,2020-07-07,Cametá/PA,1502103
0.61,0.06,1.05,2020-07-08,Cametá/PA,1502103
0.55,0.02,1.0,2020-07-09,Cametá/PA,1502103
0.58,0.03,1.05,2020-07-10,Cametá/PA,1502103
0.5700000000000001,0.0,1.03,2020-07-11,Cametá/PA,1502103
0.51,0.0,1.0,2020-07-12,Cametá/PA,1502103
0.48,0.0,0.99,2020-07-13,Cametá/PA,1502103
0.48,0.0,1.01,2020-07-14,Cametá/PA,1502103
0.5,0.0,1.04,2020-07-15,Cametá/PA,1502103
0.48,0.0,1.04,2020-07-16,Cametá/PA,1502103
0.52,0.0,1.09,2020-07-17,Cametá/PA,1502103
0.7000000000000001,0.02,1.26,2020-07-18,Cametá/PA,1502103
0.88,0.17,1.49,2020-07-19,Cametá/PA,1502103
1.02,0.32,1.6300000000000001,2020-07-20,Cametá/PA,1502103
1.1,0.43,1.7,2020-07-21,Cametá/PA,1502103
1.05,0.38,1.62,2020-07-22,Cametá/PA,1502103
0.91,0.26,1.48,2020-07-23,Cametá/PA,1502103
0.76,0.1,1.31,2020-07-24,Cametá/PA,1502103
0.64,0.0,1.16,2020-07-25,Cametá/PA,1502103
0.61,0.0,1.1500000000000001,2020-07-26,Cametá/PA,1502103
0.63,0.0,1.18,2020-07-27,Cametá/PA,1502103
0.66,0.02,1.24,2020-07-28,Cametá/PA,1502103
0.73,0.05,1.33,2020-07-29,Cametá/PA,1502103
0.74,0.05,1.35,2020-07-30,Cametá/PA,1502103
0.78,0.04,1.3800000000000001,2020-07-31,Cametá/PA,1502103
0.77,0.03,1.37,2020-08-01,Cametá/PA,1502103
0.78,0.05,1.4000000000000001,2020-08-02,Cametá/PA,1502103
0.8,0.07,1.43,2020-08-03,Cametá/PA,1502103
0.81,0.04,1.42,2020-08-04,Cametá/PA,1502103
0.76,0.04,1.3900000000000001,2020-08-05,Cametá/PA,1502103
0.72,0.0,1.33,2020-08-06,Cametá/PA,1502103
0.64,0.0,1.27,2020-08-07,Cametá/PA,1502103
0.65,0.0,1.29,2020-08-08,Cametá/PA,1502103
0.6900000000000001,0.0,1.34,2020-08-09,Cametá/PA,1502103
0.8300000000000001,0.05,1.51,2020-08-10,Cametá/PA,1502103
0.97,0.16,1.69,2020-08-11,Cametá/PA,1502103
1.06,0.23,1.77,2020-08-12,Cametá/PA,1502103
1.05,0.24,1.75,2020-08-13,Cametá/PA,1502103
0.99,0.2,1.68,2020-08-14,Cametá/PA,1502103
0.88,0.1,1.54,2020-08-15,Cametá/PA,1502103
0.8300000000000001,0.05,1.47,2020-08-16,Cametá/PA,1502103
0.81,0.05,1.46,2020-08-17,Cametá/PA,1502103
0.8200000000000001,0.03,1.46,2020-08-18,Cametá/PA,1502103
0.85,0.05,1.51,2020-08-19,Cametá/PA,1502103
0.8300000000000001,0.04,1.49,2020-08-20,Cametá/PA,1502103
0.81,0.02,1.46,2020-08-21,Cametá/PA,1502103
0.81,0.05,1.5,2020-08-22,Cametá/PA,1502103
0.8200000000000001,0.01,1.48,2020-08-23,Cametá/PA,1502103
0.86,0.05,1.55,2020-08-24,Cametá/PA,1502103
0.87,0.04,1.55,2020-08-25,Cametá/PA,1502103
0.91,0.06,1.6,2020-08-26,Cametá/PA,1502103
3.0,0.65,7.86,2020-05-29,Camocim/CE,2302602
2.7,1.27,4.04,2020-05-30,Camocim/CE,2302602
2.2,1.18,3.17,2020-05-31,Camocim/CE,2302602
1.8,0.9500000000000001,2.59,2020-06-01,Camocim/CE,2302602
1.49,0.74,2.19,2020-06-02,Camocim/CE,2302602
1.25,0.55,1.9000000000000001,2020-06-03,Camocim/CE,2302602
1.26,0.6,1.9000000000000001,2020-06-04,Camocim/CE,2302602
1.25,0.59,1.85,2020-06-05,Camocim/CE,2302602
1.25,0.6,1.83,2020-06-06,Camocim/CE,2302602
1.24,0.6,1.8,2020-06-07,Camocim/CE,2302602
1.2,0.59,1.76,2020-06-08,Camocim/CE,2302602
1.16,0.5700000000000001,1.72,2020-06-09,Camocim/CE,2302602
1.11,0.51,1.6500000000000001,2020-06-10,Camocim/CE,2302602
1.04,0.44,1.58,2020-06-11,Camocim/CE,2302602
1.02,0.43,1.57,2020-06-12,Camocim/CE,2302602
1.2,0.59,1.73,2020-06-13,Camocim/CE,2302602
1.56,0.98,2.08,2020-06-14,Camocim/CE,2302602
1.81,1.27,2.3000000000000003,2020-06-15,Camocim/CE,2302602
1.92,1.41,2.36,2020-06-16,Camocim/CE,2302602
1.8,1.34,2.22,2020-06-17,Camocim/CE,2302602
1.51,1.07,1.9100000000000001,2020-06-18,Camocim/CE,2302602
1.2,0.76,1.59,2020-06-19,Camocim/CE,2302602
0.92,0.49,1.33,2020-06-20,Camocim/CE,2302602
0.78,0.33,1.2,2020-06-21,Camocim/CE,2302602
0.74,0.25,1.16,2020-06-22,Camocim/CE,2302602
0.71,0.21,1.1500000000000001,2020-06-23,Camocim/CE,2302602
0.64,0.14,1.1,2020-06-24,Camocim/CE,2302602
0.5700000000000001,0.04,1.01,2020-06-25,Camocim/CE,2302602
0.46,0.0,0.91,2020-06-26,Camocim/CE,2302602
0.31,0.0,0.8300000000000001,2020-06-27,Camocim/CE,2302602
0.33,0.0,0.88,2020-06-28,Camocim/CE,2302602
0.51,0.0,1.03,2020-06-29,Camocim/CE,2302602
0.78,0.14,1.35,2020-06-30,Camocim/CE,2302602
1.05,0.4,1.62,2020-07-01,Camocim/CE,2302602
1.17,0.53,1.71,2020-07-02,Camocim/CE,2302602
1.12,0.52,1.6600000000000001,2020-07-03,Camocim/CE,2302602
1.01,0.41000000000000003,1.53,2020-07-04,Camocim/CE,2302602
0.87,0.29,1.4000000000000001,2020-07-05,Camocim/CE,2302602
0.8,0.21,1.33,2020-07-06,Camocim/CE,2302602
0.73,0.12,1.25,2020-07-07,Camocim/CE,2302602
0.71,0.12,1.26,2020-07-08,Camocim/CE,2302602
0.7000000000000001,0.06,1.22,2020-07-09,Camocim/CE,2302602
0.64,0.01,1.1500000000000001,2020-07-10,Camocim/CE,2302602
0.59,0.0,1.12,2020-07-11,Camocim/CE,2302602
0.59,0.0,1.1300000000000001,2020-07-12,Camocim/CE,2302602
0.65,0.0,1.2,2020-07-13,Camocim/CE,2302602
0.66,0.0,1.23,2020-07-14,Camocim/CE,2302602
0.65,0.0,1.23,2020-07-15,Camocim/CE,2302602
0.64,0.0,1.23,2020-07-16,Camocim/CE,2302602
0.66,0.0,1.26,2020-07-17,Camocim/CE,2302602
0.67,0.0,1.28,2020-07-18,Camocim/CE,2302602
0.74,0.03,1.37,2020-07-19,Camocim/CE,2302602
0.84,0.08,1.49,2020-07-20,Camocim/CE,2302602
0.88,0.09,1.52,2020-07-21,Camocim/CE,2302602
0.89,0.1,1.53,2020-07-22,Camocim/CE,2302602
0.84,0.09,1.49,2020-07-23,Camocim/CE,2302602
0.77,0.03,1.3900000000000001,2020-07-24,Camocim/CE,2302602
0.75,0.0,1.36,2020-07-25,Camocim/CE,2302602
0.77,0.03,1.4000000000000001,2020-07-26,Camocim/CE,2302602
0.78,0.02,1.41,2020-07-27,Camocim/CE,2302602
0.85,0.06,1.5,2020-07-28,Camocim/CE,2302602
0.86,0.06,1.51,2020-07-29,Camocim/CE,2302602
0.86,0.1,1.55,2020-07-30,Camocim/CE,2302602
0.81,0.02,1.45,2020-07-31,Camocim/CE,2302602
0.76,0.01,1.4000000000000001,2020-08-01,Camocim/CE,2302602
0.7000000000000001,0.0,1.36,2020-08-02,Camocim/CE,2302602
0.68,0.0,1.35,2020-08-03,Camocim/CE,2302602
0.68,0.0,1.36,2020-08-04,Camocim/CE,2302602
0.6900000000000001,0.0,1.3800000000000001,2020-08-05,Camocim/CE,2302602
0.73,0.0,1.43,2020-08-06,Camocim/CE,2302602
0.78,0.0,1.48,2020-08-07,Camocim/CE,2302602
0.79,0.0,1.49,2020-08-08,Camocim/CE,2302602
0.75,0.0,1.47,2020-08-09,Camocim/CE,2302602
0.76,0.0,1.48,2020-08-10,Camocim/CE,2302602
0.77,0.0,1.5,2020-08-11,Camocim/CE,2302602
0.8200000000000001,0.0,1.54,2020-08-12,Camocim/CE,2302602
0.8200000000000001,0.0,1.55,2020-08-13,Camocim/CE,2302602
0.79,0.0,1.52,2020-08-14,Camocim/CE,2302602
0.75,0.0,1.5,2020-08-15,Camocim/CE,2302602
0.71,0.0,1.47,2020-08-16,Camocim/CE,2302602
0.72,0.0,1.49,2020-08-17,Camocim/CE,2302602
0.72,0.0,1.5,2020-08-18,Camocim/CE,2302602
0.72,0.0,1.52,2020-08-19,Camocim/CE,2302602
0.67,0.0,1.49,2020-08-20,Camocim/CE,2302602
0.68,0.0,1.5,2020-08-21,Camocim/CE,2302602
0.68,0.0,1.52,2020-08-22,Camocim/CE,2302602
0.74,0.0,1.58,2020-08-23,Camocim/CE,2302602
0.74,0.0,1.59,2020-08-24,Camocim/CE,2302602
0.75,0.0,1.6,2020-08-25,Camocim/CE,2302602
0.75,0.0,1.61,2020-08-26,Camocim/CE,2302602
3.0,0.65,7.86,2020-05-14,Campina Grande/PB,2504009
1.81,0.65,3.06,2020-05-15,Campina Grande/PB,2504009
1.47,0.58,2.44,2020-05-16,Campina Grande/PB,2504009
1.1400000000000001,0.36,1.94,2020-05-17,Campina Grande/PB,2504009
1.12,0.36,1.86,2020-05-18,Campina Grande/PB,2504009
1.3900000000000001,0.64,2.11,2020-05-19,Campina Grande/PB,2504009
1.84,1.11,2.49,2020-05-20,Campina Grande/PB,2504009
2.11,1.46,2.68,2020-05-21,Campina Grande/PB,2504009
2.07,1.48,2.56,2020-05-22,Campina Grande/PB,2504009
1.86,1.34,2.32,2020-05-23,Campina Grande/PB,2504009
1.61,1.12,2.04,2020-05-24,Campina Grande/PB,2504009
1.43,0.96,1.85,2020-05-25,Campina Grande/PB,2504009
1.31,0.84,1.72,2020-05-26,Campina Grande/PB,2504009
1.37,0.93,1.79,2020-05-27,Campina Grande/PB,2504009
1.3800000000000001,0.92,1.77,2020-05-28,Campina Grande/PB,2504009
1.34,0.9,1.73,2020-05-29,Campina Grande/PB,2504009
1.22,0.79,1.61,2020-05-30,Campina Grande/PB,2504009
1.11,0.67,1.49,2020-05-31,Campina Grande/PB,2504009
1.08,0.65,1.47,2020-06-01,Campina Grande/PB,2504009
1.16,0.73,1.55,2020-06-02,Campina Grande/PB,2504009
1.26,0.84,1.6500000000000001,2020-06-03,Campina Grande/PB,2504009
1.36,0.9500000000000001,1.74,2020-06-04,Campina Grande/PB,2504009
1.37,0.96,1.73,2020-06-05,Campina Grande/PB,2504009
1.3800000000000001,0.98,1.73,2020-06-06,Campina Grande/PB,2504009
1.4000000000000001,1.02,1.75,2020-06-07,Campina Grande/PB,2504009
1.44,1.06,1.77,2020-06-08,Campina Grande/PB,2504009
1.53,1.16,1.85,2020-06-09,Campina Grande/PB,2504009
1.51,1.1500000000000001,1.81,2020-06-10,Campina Grande/PB,2504009
1.36,1.03,1.67,2020-06-11,Campina Grande/PB,2504009
1.16,0.81,1.45,2020-06-12,Campina Grande/PB,2504009
0.93,0.58,1.23,2020-06-13,Campina Grande/PB,2504009
0.8200000000000001,0.47000000000000003,1.1300000000000001,2020-06-14,Campina Grande/PB,2504009
0.79,0.43,1.11,2020-06-15,Campina Grande/PB,2504009
0.88,0.52,1.21,2020-06-16,Campina Grande/PB,2504009
1.05,0.7000000000000001,1.3900000000000001,2020-06-17,Campina Grande/PB,2504009
1.09,0.71,1.4000000000000001,2020-06-18,Campina Grande/PB,2504009
0.96,0.6,1.28,2020-06-19,Campina Grande/PB,2504009
0.72,0.36,1.05,2020-06-20,Campina Grande/PB,2504009
0.55,0.15,0.87,2020-06-21,Campina Grande/PB,2504009
0.5,0.11,0.85,2020-06-22,Campina Grande/PB,2504009
0.64,0.22,1.0,2020-06-23,Campina Grande/PB,2504009
0.88,0.48,1.26,2020-06-24,Campina Grande/PB,2504009
1.07,0.67,1.44,2020-06-25,Campina Grande/PB,2504009
1.05,0.64,1.4000000000000001,2020-06-26,Campina Grande/PB,2504009
0.93,0.53,1.28,2020-06-27,Campina Grande/PB,2504009
0.7000000000000001,0.3,1.06,2020-06-28,Campina Grande/PB,2504009
0.55,0.14,0.92,2020-06-29,Campina Grande/PB,2504009
0.55,0.13,0.9400000000000001,2020-06-30,Campina Grande/PB,2504009
0.68,0.25,1.09,2020-07-01,Campina Grande/PB,2504009
0.84,0.39,1.24,2020-07-02,Campina Grande/PB,2504009
0.92,0.46,1.31,2020-07-03,Campina Grande/PB,2504009
1.02,0.58,1.42,2020-07-04,Campina Grande/PB,2504009
1.12,0.67,1.5,2020-07-05,Campina Grande/PB,2504009
1.22,0.78,1.59,2020-07-06,Campina Grande/PB,2504009
1.29,0.88,1.6600000000000001,2020-07-07,Campina Grande/PB,2504009
1.34,0.93,1.69,2020-07-08,Campina Grande/PB,2504009
1.27,0.88,1.62,2020-07-09,Campina Grande/PB,2504009
1.1,0.72,1.45,2020-07-10,Campina Grande/PB,2504009
0.88,0.49,1.23,2020-07-11,Campina Grande/PB,2504009
0.78,0.37,1.1300000000000001,2020-07-12,Campina Grande/PB,2504009
0.78,0.37,1.1500000000000001,2020-07-13,Campina Grande/PB,2504009
0.88,0.47000000000000003,1.26,2020-07-14,Campina Grande/PB,2504009
1.06,0.65,1.44,2020-07-15,Campina Grande/PB,2504009
1.17,0.75,1.53,2020-07-16,Campina Grande/PB,2504009
1.1300000000000001,0.71,1.48,2020-07-17,Campina Grande/PB,2504009
0.9500000000000001,0.55,1.31,2020-07-18,Campina Grande/PB,2504009
0.81,0.41000000000000003,1.18,2020-07-19,Campina Grande/PB,2504009
0.88,0.46,1.25,2020-07-20,Campina Grande/PB,2504009
1.0,0.59,1.3800000000000001,2020-07-21,Campina Grande/PB,2504009
1.19,0.78,1.56,2020-07-22,Campina Grande/PB,2504009
1.27,0.87,1.6300000000000001,2020-07-23,Campina Grande/PB,2504009
1.1500000000000001,0.75,1.5,2020-07-24,Campina Grande/PB,2504009
0.9400000000000001,0.54,1.29,2020-07-25,Campina Grande/PB,2504009
0.8,0.4,1.16,2020-07-26,Campina Grande/PB,2504009
0.71,0.3,1.08,2020-07-27,Campina Grande/PB,2504009
0.85,0.42,1.22,2020-07-28,Campina Grande/PB,2504009
0.93,0.53,1.33,2020-07-29,Campina Grande/PB,2504009
0.9400000000000001,0.53,1.33,2020-07-30,Campina Grande/PB,2504009
0.8200000000000001,0.38,1.19,2020-07-31,Campina Grande/PB,2504009
0.73,0.31,1.1300000000000001,2020-08-01,Campina Grande/PB,2504009
0.64,0.2,1.04,2020-08-02,Campina Grande/PB,2504009
0.67,0.2,1.07,2020-08-03,Campina Grande/PB,2504009
0.75,0.27,1.16,2020-08-04,Campina Grande/PB,2504009
0.8200000000000001,0.36,1.25,2020-08-05,Campina Grande/PB,2504009
0.8200000000000001,0.34,1.24,2020-08-06,Campina Grande/PB,2504009
0.74,0.25,1.16,2020-08-07,Campina Grande/PB,2504009
0.67,0.18,1.1,2020-08-08,Campina Grande/PB,2504009
0.75,0.26,1.2,2020-08-09,Campina Grande/PB,2504009
0.88,0.37,1.32,2020-08-10,Campina Grande/PB,2504009
1.01,0.51,1.45,2020-08-11,Campina Grande/PB,2504009
1.12,0.64,1.56,2020-08-12,Campina Grande/PB,2504009
1.1,0.61,1.52,2020-08-13,Campina Grande/PB,2504009
1.0,0.51,1.41,2020-08-14,Campina Grande/PB,2504009
